,ED,NSE,logNSE,NSEfdc,NSErunoff,Ks,Ratio_Riparian
0,0.6053454485284293,0.12420576515625048,0.35769370070380524,0.47071309608699574,0.9221867770786638,0.0047,0.454
1,0.502679443857098,0.20091427845361876,0.4699231202218084,0.8948481747942897,0.7168567537320574,0.055,0.328
2,0.4245042700378434,0.3161774020190896,0.5832674396086206,0.7185487769376164,0.9820741036926708,0.0324,0.276
3,0.38653049313196086,0.40285742014361203,0.6102574399671941,0.9166477098016448,0.7132995283862119,0.0547,0.226
4,0.5923026355224621,0.08456226562970603,0.4282753417828761,0.5119863891917545,0.9846041066900132,0.0144,0.494
5,0.5302872551156925,0.16255767095502605,0.3924865626517825,0.7668906790784361,0.9901966731609784,0.063,0.192
6,0.3894242431709912,0.39831258368762124,0.5271597393537572,0.9080331185088996,0.8880116151142166,0.0467,0.188
7,0.4528234698151631,0.32406088398547717,0.5299502467310461,0.7999051794072255,0.6801281773475161,0.04,0.18
