,ED,NSE,logNSE,NSEfdc,NSErunoff,Ks,Ratio_Riparian
0,0.36102346728938134,0.37720197469215644,0.6597463432833013,0.8669823551843772,0.9971450628976584,0.0328,0.24
1,0.519228826651483,0.1620243316650003,0.4332481608438674,0.8771957951309226,0.8002437558882622,0.0672,0.363
2,0.5174278408953715,0.2101320539188699,0.44150302958239984,0.639287169627222,0.9292730749503256,0.0019,0.274
3,0.3505546987567491,0.4124504117690724,0.6303410141039731,0.9359763956054479,0.9252130968814809,0.029,0.093
4,0.5543768545149,0.19022537889693514,0.36106735878765917,0.6540352305721436,0.7862868543751259,0.0492,0.089
5,0.4884414575050095,0.4306835834215339,0.3329122059853985,0.5895488595579554,0.8707607496180666,0.0532,0.244
6,0.5353285827646791,0.37799510158327176,0.21453163094403693,0.6368647326017323,0.897097661692706,0.0965,0.398
7,0.6310023579043271,0.24462173826817435,0.14033922366333074,0.47938835913337696,0.8904260366296586,0.0807,0.453
8,0.6691123034058849,0.2571369432092997,0.2578305630643677,0.5148128680069393,0.3271125272684242,0.0971,0.444
9,0.6352376810245471,0.002812081626413221,0.254157955994178,0.7741077455954174,0.8885718356214953,0.0799,0.26
10,0.5407351054375995,0.1001764265956564,0.5053306310937731,0.6605946329902418,0.9987485739446904,0.0134,0.226
11,0.5039070624558086,0.2871975448158083,0.3596320229082206,0.6877132161104489,0.997209161763844,0.0101,0.171
12,0.47400636008633906,0.3003803874278129,0.49003046337679124,0.8191475599438994,0.6587025022716871,0.0626,0.293
13,0.6063651718096684,0.10336484910470811,0.3904259362937048,0.4566979930867995,0.9983621188277733,0.0086,0.479
14,0.4568644043319338,0.27259568232284526,0.4943890047570427,0.9513340356987168,0.7814309266731084,0.0541,0.371
15,0.3358539914514824,0.5089294293828659,0.6642751846909452,0.8581117340891634,0.7221549400261924,0.064,0.297
16,0.6329743689843788,0.09078124399485643,0.17105487944930997,0.731743200975963,0.8702473977689533,0.0658,0.147
17,0.5567411356579183,0.14823280867549726,0.4304378986306363,0.5646366078863103,0.9801719943307738,0.0023,0.437
18,0.4648314819926866,0.37286846721320055,0.3912702522527044,0.6831067190500332,0.9975484929476267,0.0718,0.371
19,0.38017637265613363,0.35270582981562926,0.6220223510488225,0.8725044044911757,0.9950680056347223,0.086,0.416
20,0.4584080678285789,0.2661874238706098,0.5102639288908235,0.7918754422671398,0.8624729886941451,0.0509,0.114
21,0.408260577852766,0.3236151275275748,0.5573061122574813,0.8998845824197714,0.9433490783542818,0.0228,0.381
