Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 09:02:29.605852	49.2	8.2	1	0.8	5	0.496	0.001
2022-05-31 09:02:30.609870	50.2	8.8	0	0.8	5	0.501	0.001
2022-05-31 09:02:31.613436	51.2	8.8	0	0.8	5	0.509	0.001
2022-05-31 09:02:32.616366	52.2	8.8	1	0.8	5	0.516	0.001
2022-05-31 09:02:33.620284	53.2	8.8	0	0.8	5	0.523	0.001
2022-05-31 09:02:34.624205	54.2	8.8	0	0.8	5	0.528	0.001
2022-05-31 09:02:35.627898	55.2	8.8	1	0.8	5	0.534	0.001
2022-05-31 09:02:36.631442	56.2	8.9	1	0.8	5	0.539	0.001
2022-05-31 09:02:37.634388	57.2	8.9	0	0.8	5	0.541	0.001
2022-05-31 09:02:38.638286	58.2	9.2	0	0.8	5	0.544	0.001
2022-05-31 09:02:39.642208	59.2	9.5	1	0.8	5	0.549	0.001
2022-05-31 09:02:40.645446	60.2	9.5	0	0.8	5	0.554	0.001
2022-05-31 09:02:41.649439	61.2	9.5	0	0.8	5	0.559	0.001
2022-05-31 09:02:42.653306	62.2	9.5	0	0.8	5	0.566	0.001
2022-05-31 09:02:43.657230	63.2	9.6	1	0.8	5	0.571	0.001
2022-05-31 09:02:44.661024	64.2	9.6	0	0.8	5	0.576	0.001
2022-05-31 09:02:45.665190	65.2	9.6	0	0.8	5	0.584	0.001
2022-05-31 09:02:46.669082	66.3	9.6	0	0.8	5	0.591	0.001
2022-05-31 09:02:47.672484	67.3	9.6	2	0.8	5	0.597	0.001
2022-05-31 09:02:48.676407	68.3	9.7	0	0.8	5	0.604	0.001
2022-05-31 09:02:49.680535	69.3	9.7	0	0.8	5	0.61	0.001
2022-05-31 09:02:50.684515	70.3	9.7	0	0.8	5	0.616	0.001
2022-05-31 09:02:51.688437	71.3	9.7	1	0.8	5	0.621	0.001
2022-05-31 09:02:52.692355	72.3	9.7	0	0.8	5	0.626	0.001
2022-05-31 09:02:53.696260	73.3	9.7	0	0.8	5	0.628	0.001
2022-05-31 09:02:54.700311	74.3	9.7	0	0.8	5	0.631	0.001
2022-05-31 09:02:55.703311	75.3	9.8	1	0.8	5	0.633	0.001
2022-05-31 09:02:56.707409	76.3	9.8	0	0.8	5	0.635	0.001
2022-05-31 09:02:57.711357	77.3	9.8	0	0.8	5	0.64	0.001
2022-05-31 09:02:58.715761	78.3	9.8	1	0.8	5	0.647	0.001
2022-05-31 09:02:59.719691	79.3	9.9	0	0.8	5	0.663	0.001
2022-05-31 09:03:00.723049	80.3	10.5	0	0.8	5	0.76	0.001
2022-05-31 09:03:01.726756	81.3	11.1	1	0.8	5	0.836	0.001
2022-05-31 09:03:02.730658	82.3	11.7	0	0.8	5	0.893	0.001
2022-05-31 09:03:03.734530	83.3	11.9	1	0.8	5	0.963	0.002
2022-05-31 09:03:04.738453	84.3	11.9	0	0.8	5	0.968	0.002
2022-05-31 09:03:05.742435	85.3	11.9	1	0.8	5	0.971	0.002
2022-05-31 09:03:06.746329	86.3	11.9	0	0.8	5	0.974	0.002
2022-05-31 09:03:07.750190	87.3	11.9	0	0.8	5	0.978	0.002
2022-05-31 09:03:08.754221	88.3	12.6	1	0.8	5	1.037	0.002
2022-05-31 09:03:09.757296	89.3	12.6	0	0.8	5	1.097	0.002
