Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 09:01:41.424708	1.0	4.9	0	0.7	4	0.129	0.0
2022-05-31 09:01:42.429770	2.0	6.0	1	0.7	5	0.133	0.0
2022-05-31 09:01:43.433743	3.0	6.0	0	0.7	5	0.148	0.0
2022-05-31 09:01:44.437605	4.0	6.0	0	0.7	5	0.155	0.0
2022-05-31 09:01:45.440564	5.0	6.0	1	0.7	5	0.166	0.0
2022-05-31 09:01:46.444600	6.0	6.0	0	0.7	5	0.176	0.0
2022-05-31 09:01:47.447577	7.0	6.1	0	0.7	5	0.186	0.0
2022-05-31 09:01:48.451550	8.0	6.1	0	0.7	5	0.195	0.0
2022-05-31 09:01:49.455461	9.0	6.1	1	0.7	5	0.202	0.0
2022-05-31 09:01:50.459340	10.0	6.1	0	0.7	5	0.21	0.0
2022-05-31 09:01:51.462262	11.0	6.1	0	0.7	5	0.215	0.0
2022-05-31 09:01:52.466296	12.0	6.1	1	0.7	5	0.224	0.0
2022-05-31 09:01:53.469807	13.1	6.1	0	0.7	5	0.237	0.0
2022-05-31 09:01:54.473761	14.1	6.2	0	0.7	5	0.249	0.0
2022-05-31 09:01:55.478222	15.1	6.5	1	0.7	5	0.262	0.0
2022-05-31 09:01:56.482152	16.1	7.0	0	0.7	5	0.267	0.0
2022-05-31 09:01:57.485512	17.1	7.0	1	0.7	5	0.273	0.0
2022-05-31 09:01:58.489410	18.1	7.0	0	0.7	5	0.278	0.0
2022-05-31 09:01:59.492468	19.1	7.0	0	0.7	5	0.283	0.0
2022-05-31 09:02:00.496399	20.1	7.0	1	0.7	5	0.291	0.0
2022-05-31 09:02:01.500321	21.1	7.0	0	0.7	5	0.297	0.0
2022-05-31 09:02:02.504090	22.1	7.0	0	0.7	5	0.299	0.0
2022-05-31 09:02:03.508306	23.1	7.0	0	0.7	5	0.304	0.0
2022-05-31 09:02:04.511931	24.1	7.1	0	0.7	5	0.309	0.0
2022-05-31 09:02:05.514960	25.1	7.1	1	0.7	5	0.316	0.0
2022-05-31 09:02:06.518970	26.1	7.1	1	0.7	5	0.319	0.0
2022-05-31 09:02:07.523339	27.1	7.1	0	0.7	5	0.324	0.0
2022-05-31 09:02:08.527238	28.1	7.1	0	0.7	5	0.327	0.0
2022-05-31 09:02:09.531199	29.1	7.2	0	0.7	5	0.333	0.0
2022-05-31 09:02:10.534956	30.1	7.2	0	0.7	5	0.338	0.0
2022-05-31 09:02:11.537966	31.1	7.2	1	0.7	5	0.346	0.0
2022-05-31 09:02:12.541922	32.1	7.2	0	0.7	5	0.349	0.0
2022-05-31 09:02:13.545752	33.1	7.2	1	0.7	5	0.353	0.0
2022-05-31 09:02:14.549470	34.1	7.2	0	0.7	5	0.356	0.0
2022-05-31 09:02:15.553271	35.1	7.3	0	0.7	5	0.362	0.0
2022-05-31 09:02:16.556765	36.1	7.8	1	0.8	5	0.367	0.0
2022-05-31 09:02:17.560257	37.1	7.9	0	0.8	5	0.375	0.0
2022-05-31 09:02:18.563819	38.1	7.9	1	0.8	5	0.39	0.0
2022-05-31 09:02:19.567797	39.1	7.9	0	0.8	5	0.401	0.0
2022-05-31 09:02:20.571786	40.2	7.9	0	0.8	5	0.411	0.0
2022-05-31 09:02:21.575797	41.2	7.9	0	0.8	5	0.417	0.0
2022-05-31 09:02:22.579756	42.2	8.0	0	0.8	5	0.426	0.0
2022-05-31 09:02:23.583710	43.2	8.0	1	0.8	5	0.436	0.0
2022-05-31 09:02:24.587198	44.2	8.0	0	0.8	5	0.446	0.0
2022-05-31 09:02:25.590696	45.2	8.0	0	0.8	5	0.454	0.0
2022-05-31 09:02:26.593728	46.2	8.0	1	0.8	5	0.467	0.0
2022-05-31 09:02:27.597695	47.2	8.1	0	0.8	5	0.477	0.0
2022-05-31 09:02:28.601776	48.2	8.1	0	0.8	5	0.49	0.0
