,streamflow_change,dprec,dT
0,43.4980287341193,13.424914102922724,3.9196712970733643
1,25.712745675554878,1.3686984799171522,3.672152042388916
2,-1.6767125833574426,-5.576935278807932,4.567176818847656
3,-6.167388531683173,22.08200246361038,4.032779693603516
4,-19.07668813369942,6.076265481755005,3.4234046936035156
5,-21.95540936937163,6.972773403761123,2.570310592651367
6,-26.098642042105453,-4.43318750639936,1.5512504577636719
7,-28.52204222371679,4.003386589480304,0.3246612548828125
8,45.274687528268004,33.956385427738866,0.714569091796875
9,39.20518278530112,6.276952270978196,1.5653085708618164
10,31.88507606888391,21.044178357411734,3.2121262550354004
11,38.97247576520599,32.705494420510014,4.1179986000061035
