Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 08:57:25.879294	38.1	7.2	0	0.7	5	0.203	0.0
2022-05-31 08:57:26.883100	39.1	7.2	1	0.7	5	0.21	0.0
2022-05-31 08:57:27.886016	40.1	7.2	0	0.7	5	0.21	0.0
2022-05-31 08:57:28.889300	41.1	7.2	0	0.7	5	0.21	0.0
2022-05-31 08:57:29.893165	42.1	7.2	1	0.7	5	0.21	0.0
2022-05-31 08:57:30.897097	43.1	7.3	0	0.7	5	0.216	0.0
2022-05-31 08:57:31.900600	44.1	7.3	0	0.7	5	0.216	0.0
2022-05-31 08:57:32.904459	45.1	7.3	0	0.7	5	0.216	0.0
2022-05-31 08:57:33.908241	46.1	7.3	1	0.7	5	0.216	0.0
2022-05-31 08:57:34.912194	47.1	7.3	1	0.7	5	0.216	0.0
2022-05-31 08:57:35.915850	48.2	7.3	0	0.7	5	0.227	0.0
2022-05-31 08:57:36.920252	49.2	7.4	0	0.7	5	0.236	0.0
2022-05-31 08:57:37.924247	50.2	7.4	1	0.7	5	0.245	0.0
2022-05-31 08:57:38.929388	51.2	7.4	0	0.7	5	0.249	0.0
2022-05-31 08:57:39.933183	52.2	7.4	1	0.7	5	0.256	0.0
2022-05-31 08:57:40.937384	53.2	7.5	0	0.7	5	0.257	0.0
2022-05-31 08:57:41.940797	54.2	7.5	0	0.7	5	0.257	0.0
2022-05-31 08:57:42.944296	55.2	7.5	1	0.7	5	0.257	0.0
2022-05-31 08:57:43.948248	56.2	7.5	0	0.7	5	0.257	0.0
2022-05-31 08:57:44.952157	57.2	7.5	0	0.7	5	0.257	0.0
2022-05-31 08:57:45.956057	58.2	7.5	1	0.7	5	0.257	0.0
2022-05-31 08:57:46.960271	59.2	7.5	0	0.7	5	0.257	0.0
2022-05-31 08:57:47.963560	60.2	7.6	0	0.8	5	0.263	0.0
2022-05-31 08:57:48.968043	61.2	7.6	1	0.8	5	0.265	0.0
2022-05-31 08:57:49.971241	62.2	7.6	0	0.8	5	0.265	0.0
2022-05-31 08:57:50.975090	63.2	7.6	0	0.8	5	0.265	0.0
2022-05-31 08:57:51.978961	64.2	7.7	1	0.8	5	0.265	0.0
2022-05-31 08:57:52.982550	65.2	7.7	0	0.8	5	0.265	0.0
2022-05-31 08:57:53.986283	66.2	7.7	1	0.8	5	0.265	0.0
2022-05-31 08:57:54.991968	67.2	7.7	0	0.8	5	0.265	0.0
2022-05-31 08:57:55.995713	68.2	8.2	0	0.8	5	0.269	0.0
2022-05-31 08:57:56.999847	69.2	8.2	0	0.8	5	0.295	0.001
2022-05-31 08:57:58.003894	70.2	8.2	1	0.8	5	0.313	0.001
2022-05-31 08:57:59.007395	71.2	8.3	0	0.8	5	0.345	0.001
2022-05-31 08:58:00.011484	72.2	8.3	0	0.8	5	0.363	0.001
2022-05-31 08:58:01.015500	73.3	8.4	1	0.8	5	0.387	0.001
2022-05-31 08:58:02.019546	74.3	8.5	0	0.8	5	0.387	0.001
2022-05-31 08:58:03.023441	75.3	8.5	0	0.8	5	0.387	0.001
2022-05-31 08:58:04.027285	76.3	8.7	1	0.8	5	0.387	0.001
2022-05-31 08:58:05.033198	77.3	9.0	0	0.8	5	0.388	0.001
2022-05-31 08:58:06.037120	78.3	9.1	0	0.8	5	0.391	0.001
2022-05-31 08:58:07.040714	79.3	9.1	1	0.8	5	0.396	0.001
2022-05-31 08:58:08.044855	80.3	9.1	0	0.8	5	0.4	0.001
2022-05-31 08:58:09.048564	81.3	9.2	1	0.8	5	0.4	0.001
2022-05-31 08:58:10.052888	82.3	9.6	1	0.8	5	0.404	0.001
2022-05-31 08:58:11.056870	83.3	9.7	0	0.8	5	0.408	0.001
2022-05-31 08:58:12.061043	84.3	9.7	0	0.8	5	0.416	0.001
2022-05-31 08:58:13.065382	85.3	9.8	1	0.8	5	0.428	0.001
2022-05-31 08:58:14.068844	86.3	9.8	0	0.8	5	0.432	0.001
2022-05-31 08:58:15.072811	87.3	9.8	0	0.8	5	0.432	0.001
2022-05-31 08:58:16.076689	88.3	9.8	1	0.8	5	0.432	0.001
2022-05-31 08:58:17.080497	89.3	9.8	0	0.8	5	0.432	0.001
2022-05-31 08:58:18.084323	90.3	9.8	0	0.8	5	0.432	0.001
2022-05-31 08:58:19.088274	91.3	9.8	0	0.8	5	0.432	0.001
2022-05-31 08:58:20.092171	92.3	9.9	0	0.8	5	0.44	0.001
2022-05-31 08:58:21.096276	93.3	9.9	1	0.8	5	0.443	0.001
2022-05-31 08:58:22.100420	94.3	9.9	0	0.8	5	0.443	0.001
2022-05-31 08:58:23.104383	95.3	9.9	0	0.8	5	0.444	0.001
2022-05-31 08:58:24.108340	96.3	9.9	1	0.8	5	0.444	0.001
2022-05-31 08:58:25.112185	97.3	9.9	1	0.8	5	0.444	0.001
2022-05-31 08:58:26.117085	98.4	9.9	0	0.8	5	0.452	0.001
2022-05-31 08:58:27.120716	99.4	10.0	0	0.8	5	0.461	0.001
2022-05-31 08:58:28.124601	100.4	10.0	1	0.8	5	0.467	0.001
2022-05-31 08:58:29.128852	101.4	10.0	0	0.8	5	0.467	0.001
2022-05-31 08:58:30.132295	102.4	10.0	0	0.8	5	0.469	0.001
2022-05-31 08:58:31.135471	103.4	10.0	0	0.8	5	0.472	0.001
2022-05-31 08:58:32.139694	104.4	10.0	1	0.8	5	0.475	0.001
2022-05-31 08:58:33.143574	105.4	10.1	0	0.8	5	0.475	0.001
2022-05-31 08:58:34.147669	106.4	10.1	0	0.8	5	0.477	0.001
2022-05-31 08:58:35.151799	107.4	10.1	1	0.8	5	0.488	0.001
2022-05-31 08:58:36.155965	108.4	10.1	0	0.8	5	0.501	0.001
2022-05-31 08:58:37.161735	109.4	10.1	1	0.8	5	0.505	0.001
2022-05-31 08:58:38.165008	110.4	10.2	0	0.8	5	0.505	0.001
2022-05-31 08:58:39.168937	111.4	10.2	0	0.8	5	0.505	0.001
2022-05-31 08:58:40.174381	112.4	10.2	1	0.8	5	0.505	0.001
2022-05-31 08:58:41.178315	113.4	10.2	0	0.8	5	0.505	0.001
2022-05-31 08:58:42.181684	114.4	10.2	0	0.8	5	0.507	0.001
2022-05-31 08:58:43.185123	115.4	10.2	1	0.8	5	0.517	0.001
2022-05-31 08:58:44.189111	116.4	10.3	1	0.8	5	0.517	0.001
2022-05-31 08:58:45.192855	117.4	10.3	0	0.8	5	0.517	0.001
2022-05-31 08:58:46.196269	118.4	10.3	0	0.8	5	0.519	0.001
2022-05-31 08:58:47.200373	119.4	10.3	0	0.8	5	0.523	0.001
2022-05-31 08:58:48.204699	120.4	10.3	1	0.8	5	0.529	0.001
2022-05-31 08:58:49.207783	121.4	10.4	0	0.8	5	0.542	0.001
2022-05-31 08:58:50.211087	122.4	10.4	1	0.8	5	0.55	0.001
2022-05-31 08:58:51.215294	123.5	10.4	0	0.8	5	0.555	0.001
2022-05-31 08:58:52.219179	124.5	10.4	0	0.8	5	0.555	0.001
2022-05-31 08:58:53.223196	125.5	10.4	0	0.8	5	0.555	0.001
2022-05-31 08:58:54.226531	126.5	10.4	0	0.8	5	0.555	0.001
2022-05-31 08:58:55.234004	127.5	10.4	1	0.8	5	0.558	0.001
2022-05-31 08:58:56.238999	128.5	10.5	0	0.8	5	0.57	0.001
2022-05-31 08:58:57.242351	129.5	10.5	0	0.8	5	0.574	0.001
2022-05-31 08:58:58.246231	130.5	10.5	1	0.8	5	0.574	0.001
2022-05-31 08:58:59.250652	131.5	10.5	0	0.8	5	0.574	0.001
2022-05-31 08:59:00.253691	132.5	10.5	0	0.8	5	0.574	0.001
2022-05-31 08:59:01.257535	133.5	10.5	1	0.8	5	0.574	0.001
2022-05-31 08:59:02.261376	134.5	10.6	0	0.8	5	0.574	0.001
2022-05-31 08:59:03.264606	135.5	11.0	1	0.8	5	0.574	0.001
2022-05-31 08:59:04.267598	136.5	11.1	0	0.8	5	0.582	0.001
2022-05-31 08:59:05.271057	137.5	11.1	1	0.8	5	0.598	0.001
2022-05-31 08:59:06.275035	138.5	11.1	0	0.8	5	0.599	0.001
2022-05-31 08:59:07.279157	139.5	11.1	0	0.8	5	0.624	0.001
2022-05-31 08:59:08.283852	140.5	11.2	0	0.8	5	0.651	0.001
2022-05-31 08:59:09.287846	141.5	11.2	1	0.8	5	0.675	0.001
2022-05-31 08:59:10.291684	142.5	11.2	1	0.8	5	0.676	0.001
2022-05-31 08:59:11.297217	143.5	11.4	0	0.8	5	0.681	0.001
2022-05-31 08:59:12.300838	144.5	11.8	0	0.8	5	0.688	0.001
2022-05-31 08:59:13.304863	145.5	11.8	0	0.8	5	0.716	0.001
2022-05-31 08:59:14.308512	146.5	11.9	1	0.8	5	0.742	0.001
2022-05-31 08:59:15.312623	147.5	12.1	0	0.8	5	0.756	0.001
2022-05-31 08:59:16.316665	148.6	12.4	0	0.8	5	0.802	0.001
2022-05-31 08:59:17.320620	149.6	12.5	1	0.7	5	0.826	0.002
2022-05-31 08:59:18.324712	150.6	12.6	1	0.7	5	0.857	0.002
2022-05-31 08:59:19.329628	151.6	12.7	0	0.7	5	0.874	0.002
2022-05-31 08:59:20.333535	152.6	13.1	1	0.7	5	0.878	0.002
2022-05-31 08:59:21.338857	153.6	13.1	0	0.7	5	0.884	0.002
2022-05-31 08:59:22.342774	154.6	13.2	0	0.7	5	0.884	0.002
2022-05-31 08:59:23.346239	155.6	13.2	0	0.7	5	0.884	0.002
2022-05-31 08:59:24.349908	156.6	13.2	0	0.7	5	0.884	0.002
2022-05-31 08:59:25.353820	157.6	13.2	1	0.7	5	0.884	0.002
2022-05-31 08:59:26.357809	158.6	13.2	1	0.7	5	0.888	0.002
2022-05-31 08:59:27.361067	159.6	13.2	0	0.7	5	0.892	0.002
2022-05-31 08:59:28.365058	160.6	13.2	0	0.7	5	0.9	0.002
2022-05-31 08:59:29.369095	161.6	13.2	1	0.7	5	0.902	0.002
2022-05-31 08:59:30.372779	162.6	13.3	0	0.7	5	0.907	0.002
2022-05-31 08:59:31.377323	163.6	13.3	0	0.7	5	0.918	0.002
2022-05-31 08:59:32.380610	164.6	13.3	1	0.7	5	0.918	0.002
2022-05-31 08:59:33.384506	165.6	13.3	0	0.7	5	0.918	0.002
2022-05-31 08:59:34.388423	166.6	13.3	0	0.7	5	0.918	0.002
2022-05-31 08:59:35.391832	167.6	13.3	1	0.7	5	0.925	0.002
2022-05-31 08:59:36.395964	168.6	13.3	0	0.7	5	0.927	0.002
2022-05-31 08:59:37.399122	169.6	13.4	0	0.7	5	0.937	0.002
2022-05-31 08:59:38.403318	170.6	13.4	0	0.7	5	0.938	0.002
2022-05-31 08:59:39.407318	171.6	13.4	1	0.7	5	0.938	0.002
2022-05-31 08:59:40.411206	172.6	13.4	1	0.7	5	0.938	0.002
2022-05-31 08:59:41.415564	173.7	13.4	0	0.7	5	0.938	0.002
2022-05-31 08:59:42.420230	174.7	13.4	0	0.7	5	0.94	0.002
2022-05-31 08:59:43.425003	175.7	13.4	1	0.7	5	0.941	0.002
2022-05-31 08:59:44.429135	176.7	13.4	0	0.7	5	0.949	0.002
2022-05-31 08:59:45.433912	177.7	13.5	1	0.7	5	0.958	0.002
2022-05-31 08:59:46.437573	178.7	13.5	0	0.7	5	0.959	0.002
2022-05-31 08:59:47.441874	179.7	13.5	0	0.7	5	0.959	0.002
2022-05-31 08:59:48.445752	180.7	13.5	1	0.7	5	0.959	0.002
2022-05-31 08:59:49.449744	181.7	13.5	0	0.7	5	0.963	0.002
2022-05-31 08:59:50.453695	182.7	13.5	0	0.7	5	0.964	0.002
2022-05-31 08:59:51.457696	183.7	13.5	0	0.7	5	0.967	0.002
2022-05-31 08:59:52.461493	184.7	13.5	1	0.7	5	0.967	0.002
2022-05-31 08:59:53.465319	185.7	13.5	0	0.7	5	0.967	0.002
2022-05-31 08:59:54.468865	186.7	13.6	1	0.7	5	0.967	0.002
2022-05-31 08:59:55.473430	187.7	13.6	0	0.7	5	0.968	0.002
2022-05-31 08:59:56.477352	188.7	13.6	0	0.7	5	0.971	0.002
2022-05-31 08:59:57.481193	189.7	13.6	1	0.7	5	0.972	0.002
