Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 08:56:48.862719	1.1	4.5	0	0.3	2	0.0	0.0
2022-05-31 08:56:54.619637	6.9	4.5	1	0.3	2	0.001	0.0
2022-05-31 08:56:55.659380	7.9	4.6	4	0.3	2	0.002	0.0
2022-05-31 08:56:56.687190	8.9	4.6	4	0.3	2	0.002	0.0
2022-05-31 08:56:57.769186	10.0	4.6	3	0.3	2	0.003	0.0
2022-05-31 08:56:58.773493	11.0	4.9	4	0.7	4	0.005	0.0
2022-05-31 08:56:59.776540	12.0	5.9	0	0.7	5	0.028	0.0
2022-05-31 08:57:00.780409	13.0	5.9	1	0.7	5	0.067	0.0
2022-05-31 08:57:01.784850	14.0	6.0	1	0.7	5	0.106	0.0
2022-05-31 08:57:02.788704	15.0	6.0	0	0.7	5	0.108	0.0
2022-05-31 08:57:03.792507	16.0	6.0	0	0.7	5	0.108	0.0
2022-05-31 08:57:04.796295	17.0	6.1	0	0.7	5	0.109	0.0
2022-05-31 08:57:05.800109	18.0	6.4	1	0.7	5	0.116	0.0
2022-05-31 08:57:06.804189	19.0	6.8	0	0.7	5	0.118	0.0
2022-05-31 08:57:07.808295	20.0	6.8	0	0.7	5	0.12	0.0
2022-05-31 08:57:08.812304	21.0	6.9	1	0.7	5	0.123	0.0
2022-05-31 08:57:09.816207	22.1	6.9	0	0.7	5	0.128	0.0
2022-05-31 08:57:10.819991	23.1	6.9	0	0.7	5	0.128	0.0
2022-05-31 08:57:11.823990	24.1	6.9	1	0.7	5	0.135	0.0
2022-05-31 08:57:12.828142	25.1	6.9	0	0.7	5	0.147	0.0
2022-05-31 08:57:13.831958	26.1	7.0	0	0.7	5	0.158	0.0
2022-05-31 08:57:14.835172	27.1	7.0	1	0.7	5	0.17	0.0
2022-05-31 08:57:15.839030	28.1	7.1	0	0.7	5	0.175	0.0
2022-05-31 08:57:16.843120	29.1	7.1	0	0.7	5	0.182	0.0
2022-05-31 08:57:17.846944	30.1	7.1	2	0.7	5	0.187	0.0
2022-05-31 08:57:18.850894	31.1	7.1	0	0.7	5	0.189	0.0
2022-05-31 08:57:19.854857	32.1	7.1	0	0.7	5	0.189	0.0
2022-05-31 08:57:20.858781	33.1	7.1	0	0.7	5	0.189	0.0
2022-05-31 08:57:21.862720	34.1	7.1	0	0.7	5	0.189	0.0
2022-05-31 08:57:22.866090	35.1	7.2	1	0.7	5	0.189	0.0
2022-05-31 08:57:23.869774	36.1	7.2	0	0.7	5	0.189	0.0
2022-05-31 08:57:24.875375	37.1	7.2	0	0.7	5	0.193	0.0
