,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20
1975-02-19,0.29256000210967403,0.29122852867125115,0.13124035769390618,0.04765167371324895,0.10283626673069145,0.19196695818285123,0.208133127056897,0.1995366909366588,0.16066237642816145,0.12446625939109891,0.06616794174430307,0.12316426120487224,0.33749308213751544,0.06386811199669758,0.23829265902257146,0.2482902871682604,0.29629743342365045,0.16732153220160587,0.14430529231914538,0.16620035201493516
1975-02-20,0.27502614398899267,0.2747564976831693,0.12321965828573282,0.04621519702811478,0.09843817867297878,0.1840674847986147,0.20108138049684157,0.18806583622997577,0.15312165426351343,0.11827506880448277,0.06281677756463643,0.11585710221430488,0.315902404958504,0.0610535394918308,0.22663893270940377,0.2346593625330432,0.2802270881434399,0.16026667264953304,0.1386643001656599,0.15691056488751773
1975-02-21,0.25925757493750085,0.2593640802737146,0.11570081693145029,0.04605960271981672,0.0948394686853653,0.17726517789542878,0.1948654483812592,0.17812510167151116,0.14775892816853242,0.11330938664440574,0.05977088904199582,0.11116001922532445,0.2965415162342902,0.05884031847637765,0.2175361863543056,0.22205198092091216,0.26544553059994447,0.15438175621375483,0.13427132568780809,0.14850523491577877
1975-02-22,0.35369649827200433,0.3304676366197086,0.15523059776310522,0.06745945377067762,0.11381233457546104,0.23348983897570688,0.27309023300773994,0.2414504588520967,0.17504705050464062,0.1467769095158999,0.07923024899673696,0.14262565157126586,0.36349392425425664,0.09345776502454625,0.27960999998197406,0.2843706955907278,0.35001624056152875,0.20446075408230444,0.1871266586561598,0.19726886733532512
1975-02-23,0.6376285038386137,0.5481253886590962,0.2756164518816926,0.13200871475819512,0.18300425830736228,0.4171789904827491,0.5071617162712041,0.43415189015940947,0.2674004392599957,0.2523208012258006,0.138290093783264,0.2481065541421827,0.5838524020978065,0.19153756923507775,0.49196030441905725,0.47922845014030946,0.6084013496948177,0.3609403911701602,0.3498017671363869,0.34686444366371294
1975-02-24,0.5534661198114726,0.48414652372710976,0.24176628610323836,0.10772407406767925,0.16924763978191254,0.426598926598451,0.4819561918955081,0.37722486048255355,0.23163347542638862,0.2213712773244064,0.12014645846860667,0.2132611351100026,0.523823061928736,0.1607970324464173,0.5058906193266144,0.4242088833506664,0.5364605094775853,0.3450237432935438,0.33110957194424845,0.30295818526182156
1975-02-25,0.31950617358125044,0.3033009387095546,0.1415796652529675,0.05079454266492599,0.11268591427955502,0.2918103209651125,0.2968005054074201,0.21696500707945018,0.14699254198573214,0.1308891439491604,0.06974516486233567,0.12136688432845871,0.3421318983995203,0.07804313507875027,0.35175986241080703,0.2634154210025792,0.3237416186127712,0.22040913174939283,0.20024361381734573,0.17809353754793975
1975-02-26,0.471488858711062,0.4189738910663523,0.2060307390235997,0.08729735842321183,0.14413087935479008,0.33632443077379104,0.3782597050757669,0.32151056513984466,0.1968024183124048,0.1903522228460764,0.1025382439824361,0.17881002907076227,0.4561296181403977,0.13393509461355665,0.4030160389751908,0.36749869163572957,0.4579886840075127,0.27823390797349445,0.25971956276207353,0.2593333583126314
1975-02-27,0.762002302844936,0.6432287828267854,0.3322434118467999,0.15302823559805795,0.21587674018329708,0.5184423814194341,0.6104555904731359,0.5215456640640267,0.29140834011671324,0.3053226102196184,0.16509119902847574,0.2889093243443095,0.6843678312509376,0.23716101601258946,0.614291587190948,0.570040776550495,0.7230113988670079,0.43985504820698407,0.4254801711534174,0.4155603484725635
1975-02-28,0.5817740414412365,0.5055140282797378,0.2564680920797957,0.10503152557888294,0.17810834142599655,0.4683138856610499,0.5090457417705422,0.3975295194135496,0.22274442999430438,0.23537619778674013,0.12548025503034943,0.21652255758661665,0.5510095540959666,0.17018517215845147,0.5575013903660575,0.4484082903395123,0.563357029983,0.37232535185922866,0.35266328010318565,0.3193232937113881
