,ED,NSE,logNSE,NSEfdc,NSErunoff,beta,Ce,Drainagecapacity,Interceptionstoragecapacity,Kf,Meltfactor,Mm,Ratio_Pref,Soilstoragecapacity,Temp_Thresh
0,0.36102346728938134,0.37720197469215644,0.6597463432833013,0.8669823551843772,0.9971450628976584,1.898,0.545,0.0,0.0,0.656,2.726,0.6579,0.356,12.34,0.58
1,0.519228826651483,0.1620243316650003,0.4332481608438674,0.8771957951309226,0.8002437558882622,0.756,0.762,0.0,0.0,0.638,2.731,0.2073,0.516,27.08,-1.734
2,0.5174278408953715,0.2101320539188699,0.44150302958239984,0.639287169627222,0.9292730749503256,0.458,0.539,0.0,0.0,0.631,3.73,0.2199,0.345,22.71,-0.176
3,0.3505546987567491,0.4124504117690724,0.6303410141039731,0.9359763956054479,0.9252130968814809,0.699,0.694,0.0,0.0,0.908,4.916,0.9147,0.475,5.33,-0.008
4,0.5543768545149,0.19022537889693514,0.36106735878765917,0.6540352305721436,0.7862868543751259,0.531,0.76,0.0,0.0,0.642,3.508,0.222,0.15,17.17,-1.976
5,0.4884414575050095,0.4306835834215339,0.3329122059853985,0.5895488595579554,0.8707607496180666,1.423,0.576,0.0,0.0,0.368,2.623,0.1836,0.708,20.3,1.599
6,0.5353285827646791,0.37799510158327176,0.21453163094403693,0.6368647326017323,0.897097661692706,1.279,0.653,0.0,0.0,0.307,3.185,0.4365,0.853,4.94,0.604
7,0.6310023579043271,0.24462173826817435,0.14033922366333074,0.47938835913337696,0.8904260366296586,0.537,0.611,0.0,0.0,0.951,1.389,0.8704,0.618,24.35,1.065
8,0.6691123034058849,0.2571369432092997,0.2578305630643677,0.5148128680069393,0.3271125272684242,1.127,0.527,0.0,0.0,0.225,1.45,0.67,0.669,10.97,1.701
9,0.6352376810245471,0.002812081626413221,0.254157955994178,0.7741077455954174,0.8885718356214953,0.51,0.456,0.0,0.0,0.133,1.183,0.3906,0.138,1.58,-1.741
10,0.5407351054375995,0.1001764265956564,0.5053306310937731,0.6605946329902418,0.9987485739446904,0.306,0.628,0.0,0.0,0.322,1.229,0.1366,0.392,3.74,0.971
11,0.5039070624558086,0.2871975448158083,0.3596320229082206,0.6877132161104489,0.997209161763844,1.335,0.443,0.0,0.0,0.536,1.85,0.9912,0.784,40.25,1.345
12,0.47400636008633906,0.3003803874278129,0.49003046337679124,0.8191475599438994,0.6587025022716871,1.511,0.768,0.0,0.0,0.202,4.975,0.857,0.782,8.86,-1.357
13,0.6063651718096684,0.10336484910470811,0.3904259362937048,0.4566979930867995,0.9983621188277733,1.668,0.621,0.0,0.0,0.111,2.838,0.1948,0.205,6.51,0.144
14,0.4568644043319338,0.27259568232284526,0.4943890047570427,0.9513340356987168,0.7814309266731084,1.464,0.546,0.0,0.0,0.769,4.195,0.1473,0.668,26.1,-0.486
15,0.3358539914514824,0.5089294293828659,0.6642751846909452,0.8581117340891634,0.7221549400261924,0.58,0.621,0.0,0.0,0.452,4.356,0.2021,0.395,41.84,1.638
16,0.6329743689843788,0.09078124399485643,0.17105487944930997,0.731743200975963,0.8702473977689533,1.282,0.464,0.0,0.0,0.501,1.254,0.8136,0.689,18.06,-0.636
17,0.5567411356579183,0.14823280867549726,0.4304378986306363,0.5646366078863103,0.9801719943307738,1.655,0.502,0.0,0.0,0.495,3.287,0.7129,0.286,39.42,0.568
18,0.4648314819926866,0.37286846721320055,0.3912702522527044,0.6831067190500332,0.9975484929476267,1.719,0.533,0.0,0.0,0.252,2.26,0.1496,0.744,16.57,1.105
19,0.38017637265613363,0.35270582981562926,0.6220223510488225,0.8725044044911757,0.9950680056347223,1.255,0.531,0.0,0.0,0.236,3.315,0.1429,0.161,18.7,0.495
20,0.4584080678285789,0.2661874238706098,0.5102639288908235,0.7918754422671398,0.8624729886941451,1.157,0.719,0.0,0.0,0.653,3.231,0.0716,0.192,6.79,-1.01
21,0.408260577852766,0.3236151275275748,0.5573061122574813,0.8998845824197714,0.9433490783542818,1.957,0.771,0.0,0.0,0.912,4.978,0.0056,0.54,6.15,-0.913
22,0.47958088199990606,0.29590360719343967,0.4901682190364379,0.6540537908470755,0.7887363385523563,0.939,0.519,0.0,0.0,0.281,4.283,0.2832,0.336,24.07,-1.699
23,0.4089289485619024,0.3883373968783116,0.49338593614054926,0.8809437365240909,0.8453125853304833,0.799,0.681,0.0,0.0,0.299,3.773,0.1103,0.701,32.08,0.244
24,0.4430266011180187,0.2798735466329081,0.4963969359438948,0.8870173884038044,0.9887282785753305,0.432,0.724,0.0,0.0,0.912,2.444,0.2279,0.502,28.44,0.053
25,0.4577239930044039,0.26853187568870984,0.503890925403156,0.8679219498978914,0.8014286702769167,1.398,0.643,0.0,0.0,0.617,4.162,0.4534,0.604,25.63,-0.761
26,0.41518692851049327,0.2889222257530518,0.6134094755082422,0.8144702709473214,0.9960468485048801,0.411,0.601,0.0,0.0,0.712,1.784,0.5985,0.396,45.18,0.64
27,0.5712977757177979,0.25353693183669135,0.35357180475515926,0.42898812418974763,0.9337164567574411,0.414,0.413,0.0,0.0,0.843,4.942,0.9555,0.12,43.84,-1.273
28,0.446504303815657,0.23579507976777658,0.6080734943323496,0.7662259344789125,0.9278992812701111,1.535,0.63,0.0,0.0,0.645,1.413,0.8236,0.264,9.69,0.912
29,0.41645300511619243,0.3261520935777559,0.5311992077479455,0.8752883415262181,0.9341650524709498,0.53,0.475,0.0,0.0,0.915,3.291,0.0778,0.103,4.39,-0.31
30,0.5500522820681278,0.4074605251433028,0.2240786474366746,0.5169278021335482,0.8460054252424913,0.194,0.518,0.0,0.0,0.318,2.547,0.9417,0.583,23.84,1.47
31,0.5688777241252395,0.19292379204901589,0.3887007241663927,0.48981315934854597,0.9044069167015565,1.289,0.763,0.0,0.0,0.351,3.716,0.8047,0.262,6.81,-1.076
32,0.5278176830781274,0.17107808852971773,0.41688252987857877,0.7077720042711031,0.9572062444301859,1.556,0.518,0.0,0.0,0.835,2.876,0.7365,0.364,10.63,-1.771
33,0.6944176441082454,0.4045563983716054,0.07356253922660083,0.31304191955509775,0.5059224736315362,0.915,0.417,0.0,0.0,0.405,2.262,0.0348,0.519,26.03,1.838
34,0.47603171881795475,0.23455920649228557,0.5054678826500074,0.7781698142195377,0.8364318658683039,1.365,0.433,0.0,0.0,0.195,3.148,0.7138,0.397,8.97,-1.195
35,0.5085426421421696,0.26403754823073244,0.33540928698215966,0.7741148004345044,0.9891923230424748,0.76,0.695,0.0,0.0,0.927,2.451,0.0658,0.688,46.62,1.163
36,0.31559247949200847,0.4403181121686571,0.7265561951739193,0.8981410485148379,0.9980311206794316,0.634,0.773,0.0,0.0,0.233,4.288,0.9001,0.493,30.63,1.162
37,0.3693694111415046,0.3881391382695286,0.6316879558955668,0.8219187360402133,0.9367968748823983,1.356,0.445,0.0,0.0,0.753,3.797,0.14,0.286,20.8,-0.358
38,0.622743892559525,0.02914759350229945,0.2572977949074393,0.78552009099005,0.8947515754981953,0.21,0.696,0.0,0.0,0.278,1.255,0.1429,0.348,4.13,-0.919
39,0.6212419955186886,0.08237131850106127,0.22733075978582684,0.6781639576436007,0.9664161059150238,1.147,0.713,0.0,0.0,0.268,1.024,0.5132,0.575,35.46,0.067
40,0.4626411264773554,0.31193070893433794,0.4811200837092273,0.9021704249952468,0.6776633668820549,0.604,0.697,0.0,0.0,0.311,3.718,0.0625,0.68,24.52,-0.632
41,0.4397265866596201,0.25852127625852006,0.5620768649520355,0.8227760306886771,0.9785016560803126,0.911,0.476,0.0,0.0,0.217,2.308,0.1744,0.487,10.34,-0.251
42,0.516943064703673,0.2988193880502986,0.30447790733312063,0.8292932702097036,0.746278678421909,0.233,0.661,0.0,0.0,0.553,3.892,0.7348,0.802,20.71,0.103
