Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 09:44:41.552337	1.0	5.3	0	0.7	4	0.005	0.0
2022-05-31 09:44:42.554984	2.0	6.0	1	0.7	5	0.166	0.0
2022-05-31 09:44:43.558628	3.0	7.3	0	0.8	5	0.226	0.0
2022-05-31 09:44:44.562317	4.0	8.0	1	0.8	5	0.391	0.001
2022-05-31 09:44:45.565964	5.0	9.1	0	0.8	5	0.488	0.001
2022-05-31 09:44:46.576258	6.0	10.0	1	0.8	5	0.631	0.001
2022-05-31 09:44:47.579900	7.0	11.1	0	0.8	5	0.77	0.001
2022-05-31 09:44:48.583506	8.0	11.8	1	0.8	5	0.875	0.002
2022-05-31 09:44:49.586565	9.0	12.5	0	0.8	5	0.971	0.002
2022-05-31 09:44:50.589425	10.0	13.5	1	1.0	6	0.971	0.002
2022-05-31 09:44:51.593127	11.0	14.6	1	1.1	7	0.971	0.002
