Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 09:42:40.556506	1.0	5.5	0	0.7	4	0.005	0.0
2022-05-31 09:42:41.559598	2.0	6.1	0	0.7	5	0.149	0.0
2022-05-31 09:42:42.571458	3.0	7.4	0	0.8	5	0.201	0.0
2022-05-31 09:42:43.575234	4.0	7.9	1	0.8	5	0.391	0.001
2022-05-31 09:42:44.578860	5.0	9.1	0	0.8	5	0.483	0.001
2022-05-31 09:42:45.582385	6.0	9.2	0	0.8	5	0.507	0.001
2022-05-31 09:42:46.586001	7.0	9.7	1	0.8	5	0.577	0.001
2022-05-31 09:42:47.589555	8.0	10.7	0	0.8	5	0.702	0.001
2022-05-31 09:42:48.592259	9.0	11.4	1	0.8	5	0.807	0.002
2022-05-31 09:42:49.595916	10.0	12.0	0	0.8	5	0.895	0.002
2022-05-31 09:42:50.599452	11.0	12.2	2	0.8	5	0.97	0.002
