Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:44:01.313573	1.0	4.4	0	0.3	2	0.001	0.0
2022-05-31 11:44:02.317061	2.0	4.4	0	0.3	2	0.001	0.0
2022-05-31 11:44:03.320513	3.0	4.4	0	0.3	2	0.001	0.0
2022-05-31 11:44:04.324071	4.0	4.4	1	0.3	2	0.001	0.0
2022-05-31 11:44:05.328101	5.0	5.2	15	0.7	4	0.006	0.0
2022-05-31 11:44:06.332015	6.0	6.0	0	0.7	5	0.176	0.0
2022-05-31 11:44:07.335721	7.0	7.5	0	0.8	5	0.24	0.0
2022-05-31 11:44:08.339545	8.0	8.2	2	0.8	5	0.394	0.001
2022-05-31 11:44:09.343363	9.0	9.3	0	0.8	5	0.51	0.001
2022-05-31 11:44:10.346087	10.0	10.6	0	0.8	5	0.599	0.001
2022-05-31 11:44:11.350015	11.0	11.1	1	0.8	5	0.781	0.002
2022-05-31 11:44:12.353764	12.0	11.7	1	0.8	5	0.876	0.002
2022-05-31 11:44:13.357105	13.0	12.3	1	0.8	5	0.973	0.002
2022-05-31 11:44:14.360253	14.1	13.4	0	1.0	6	0.973	0.002
2022-05-31 11:44:15.362866	15.1	14.4	0	1.1	7	0.973	0.002
2022-05-31 11:44:16.366727	16.1	14.4	2	0.8	5	0.973	0.002
