Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-30 08:23:40.138752	1.1	4.5	0	0.3	2	0.014	0.0
2022-05-30 08:23:41.277779	2.2	4.5	2	0.3	2	0.014	0.0
2022-05-30 08:23:42.281798	3.2	4.7	4	0.7	4	0.017	0.0
2022-05-30 08:23:43.284592	4.2	5.2	1	0.7	5	0.019	0.0
2022-05-30 08:23:44.288174	5.2	5.4	0	0.7	5	0.025	0.0
2022-05-30 08:23:45.291920	6.2	5.8	1	0.7	5	0.031	0.0
2022-05-30 08:23:46.294849	7.3	5.8	0	0.7	5	0.07	0.0
2022-05-30 08:23:47.298484	8.3	5.9	0	0.7	5	0.107	0.0
2022-05-30 08:23:48.302087	9.3	6.0	1	0.7	5	0.14	0.0
2022-05-30 08:23:49.305738	10.3	6.0	0	0.7	5	0.141	0.0
2022-05-30 08:23:50.309444	11.3	6.1	0	0.7	5	0.141	0.0
2022-05-30 08:23:51.313361	12.3	6.7	1	0.7	5	0.142	0.0
2022-05-30 08:23:52.316975	13.3	6.7	0	0.7	5	0.153	0.0
2022-05-30 08:23:53.320858	14.3	6.7	0	0.7	5	0.153	0.0
2022-05-30 08:23:54.324496	15.3	6.7	0	0.7	5	0.158	0.0
2022-05-30 08:23:55.328057	16.3	6.8	1	0.7	5	0.162	0.0
2022-05-30 08:23:56.331792	17.3	6.8	0	0.7	5	0.166	0.0
2022-05-30 08:23:57.335619	18.3	6.8	0	0.7	5	0.176	0.0
2022-05-30 08:23:58.339246	19.3	6.8	0	0.7	5	0.179	0.0
2022-05-30 08:23:59.343060	20.3	6.8	1	0.7	5	0.183	0.0
2022-05-30 08:24:00.346664	21.3	6.9	1	0.7	5	0.183	0.0
2022-05-30 08:24:01.350358	22.3	6.9	0	0.7	5	0.183	0.0
2022-05-30 08:24:02.353994	23.3	6.9	0	0.7	5	0.184	0.0
2022-05-30 08:24:03.357659	24.3	6.9	0	0.7	5	0.184	0.0
2022-05-30 08:24:04.361277	25.3	6.9	0	0.7	5	0.184	0.0
2022-05-30 08:24:05.364329	26.3	6.9	1	0.7	5	0.187	0.0
2022-05-30 08:24:06.368129	27.3	6.9	0	0.7	5	0.192	0.0
2022-05-30 08:24:07.371136	28.3	7.0	0	0.7	5	0.203	0.0
2022-05-30 08:24:08.374911	29.3	7.0	0	0.7	5	0.214	0.0
2022-05-30 08:24:09.378764	30.3	7.0	1	0.7	5	0.222	0.0
2022-05-30 08:24:10.382347	31.3	7.0	0	0.7	5	0.222	0.0
2022-05-30 08:24:11.385360	32.3	7.0	0	0.7	5	0.222	0.0
2022-05-30 08:24:12.389024	33.3	7.0	0	0.7	5	0.226	0.0
2022-05-30 08:24:13.392624	34.3	7.0	1	0.7	5	0.226	0.0
2022-05-30 08:24:14.396578	35.4	7.1	0	0.7	5	0.228	0.0
2022-05-30 08:24:15.400366	36.4	7.1	0	0.7	5	0.24	0.0
2022-05-30 08:24:16.404134	37.4	7.1	1	0.7	5	0.242	0.0
2022-05-30 08:24:17.407890	38.4	7.1	0	0.7	5	0.242	0.0
2022-05-30 08:24:18.411688	39.4	7.1	0	0.7	5	0.246	0.0
2022-05-30 08:24:19.415318	40.4	7.2	1	0.7	5	0.248	0.0
2022-05-30 08:24:20.419153	41.4	7.2	1	0.7	5	0.259	0.0
2022-05-30 08:24:21.423373	42.4	7.2	0	0.7	5	0.27	0.0
2022-05-30 08:24:22.426887	43.4	7.3	1	0.7	5	0.286	0.0
2022-05-30 08:24:23.433258	44.4	7.3	0	0.7	5	0.29	0.0
2022-05-30 08:24:24.436691	45.4	7.3	0	0.7	5	0.296	0.0
2022-05-30 08:24:25.440449	46.4	7.4	0	0.7	5	0.302	0.0
2022-05-30 08:24:26.444578	47.4	7.4	1	0.7	5	0.31	0.0
2022-05-30 08:24:27.448456	48.4	7.5	0	0.8	5	0.313	0.001
2022-05-30 08:24:28.452164	49.4	7.6	1	0.8	5	0.313	0.001
2022-05-30 08:24:29.455747	50.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:30.459467	51.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:31.463125	52.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:32.466980	53.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:33.470667	54.4	7.6	1	0.8	5	0.313	0.001
2022-05-30 08:24:34.474435	55.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:35.478173	56.4	7.6	0	0.8	5	0.313	0.001
2022-05-30 08:24:36.481982	57.4	8.1	0	0.8	5	0.337	0.001
2022-05-30 08:24:37.485213	58.4	8.2	1	0.8	5	0.373	0.001
2022-05-30 08:24:38.488487	59.4	8.2	1	0.8	5	0.385	0.001
2022-05-30 08:24:39.492165	60.4	8.2	0	0.8	5	0.385	0.001
2022-05-30 08:24:40.495997	61.5	8.2	0	0.8	5	0.409	0.001
