Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 10:05:33.847697	1.0	5.4	0	0.7	4	0.005	0.0
2022-05-31 10:05:34.851444	2.0	6.1	0	0.7	5	0.154	0.0
2022-05-31 10:05:35.855094	3.0	7.5	1	0.8	5	0.241	0.0
2022-05-31 10:05:36.858640	4.0	8.2	0	0.8	5	0.392	0.001
2022-05-31 10:05:37.862181	5.0	9.2	0	0.8	5	0.533	0.001
2022-05-31 10:05:38.865811	6.0	10.4	1	0.8	5	0.667	0.001
2022-05-31 10:05:39.869314	7.0	11.2	0	0.8	5	0.778	0.002
2022-05-31 10:05:40.872957	8.0	11.9	1	0.8	5	0.889	0.002
2022-05-31 10:05:41.876311	9.0	12.7	2	0.9	5	0.971	0.002
2022-05-31 10:05:42.879130	10.0	13.7	0	1.0	7	0.971	0.002
2022-05-31 10:05:43.885560	11.0	14.7	0	1.1	7	0.971	0.002
