,index,Unnamed: 0,ED,NSE,logNSE,NSEfdc,NSErunoff,Temp_Thresh,Meltfactor,Mm,Ratio_Pref,Kf,Ks,Ce,Soilstoragecapacity_Bare,beta_Bare,Interceptioncapacity_Forest,Soilstoragecapacity_Forest,beta_Forest,Interceptioncapacity_Grass,Soilstoragecapacity_Grass,beta_Grass,Interceptioncapacity_Rip,Soilstoragecapacity_Rip,beta_Rip,Kf_Rip,Ratio_Riparian
3,3,3,0.4025554341002664,0.5559858980309484,0.4530202719955706,0.963226858195142,0.6120362123326037,0.5207479177759824,1.0772569600499609,0.7349306968467162,0.1353563873524309,0.3527218511568737,0.015478712122596,0.4223465044329957,6.0247816339281375,0.3046064401324666,3.0989152143314227,535.5023102624227,0.5050192837522286,0.4594031850296423,280.4355219983482,1.5041750307565844,2.976939638408451,223.97646182352003,0.2197866044559938,0.1234844265736905,0.0749799002943601
5,5,5,0.4186603232542842,0.5435324448157202,0.4510654596846727,0.9032049449014335,0.5733328886697743,-0.067970279599995,1.2539278258923177,0.1764509864033631,0.1933219801974505,0.1074596213952246,0.0123029270816905,0.4561415367142358,15.346266554711768,0.1382922376371134,9.529844372682945,549.0160671843302,0.3922875049394558,3.954088993148052,323.82217151939204,1.836395296751105,4.924502848902627,350.73702778476246,0.5921888769170552,0.1237046925998878,0.3557058370695126
6,6,6,0.3950723632020959,0.5256296110767273,0.5294725425319977,0.961256597354756,0.5799949008674965,1.0523404666974248,1.4336450492555677,0.2175077357473588,0.1167204735642742,0.6582366667931295,0.01258140413314,0.4403170200161601,9.525088164369214,1.974874822194277,9.429039425147202,329.94190918233073,0.3990382741788663,3.717143798582992,101.1176279904523,0.7044941849861874,5.836880241501827,248.3813610136953,0.2861350982084548,0.1174199127780543,0.2590823791856795
7,7,7,0.4124415659774484,0.5463272819938825,0.5141276983213425,0.94795527068174,0.5143739103669014,1.463803341067354,1.648138127196685,0.6833672631688824,0.1338107074901059,0.2210748196093565,0.011239977301178,0.4997722533500733,31.26340005543492,0.9436234228879308,9.967977589561247,724.9914277404716,0.4938561219829016,1.68808538273171,20.072949353349188,1.9433393314956848,1.1156358893667244,399.9994795366388,0.1384671024761502,0.1000000875285923,0.0532204336570836
8,8,8,0.3957671943017647,0.5633437074597543,0.5287830926546349,0.8821982925518778,0.5528586862286744,0.0194647140088082,1.1536079077544217,0.4096406487844397,0.1104297616420705,2.9999250757104945,0.011648504009873,0.7356574810278489,41.184112808867376,0.1204183241799854,9.71162607953895,461.6915868752819,0.3159811654394308,3.652141448281507,40.12070154272678,0.4793758827442635,3.251947622636515,361.3691334175163,0.1009194682321659,0.1000036696217222,0.3334959378947577
11,11,11,0.3956579336718718,0.5596070080290266,0.481353489826483,0.9750980179836216,0.5967376743243631,0.9927891666393394,1.4297808958656308,0.4543152533856195,0.1023175476946645,0.5736164066021374,0.0167525022564849,0.4155796935774287,48.60286738483534,1.678028569626658,9.771325327674266,535.6970153384341,0.4759483431887088,2.111079489129313,77.0391188648828,0.9256074826646152,3.806728202872406,185.65227974848855,0.3071601075469869,0.1171346086905431,0.2406979832109287
12,12,12,0.3968570657211893,0.5684643050907229,0.5081164286279748,0.9259087708180832,0.5569197494323277,0.5038811272111312,1.2859757606829418,0.8747059254604612,0.1316351953463854,0.2326390188302119,0.0140072069746001,0.477282250462586,7.28965678778449,1.935994452489978,2.446393901426636,497.0864197195282,0.3719689331691133,4.243982234193203,336.8870128511128,0.1284156281864437,5.8812922827385545,335.7038667375086,0.2212436298319695,0.100004259028693,0.4721882090913299
14,14,14,0.4095332091929962,0.5208847312275917,0.4716877468688534,0.964403879514622,0.5988299159275681,0.2966763109707009,1.169110069086048,0.7097662127722807,0.1502724452795336,2.0453760085926067,0.0172269804214758,0.4104786663320868,31.01678058725297,1.259970283865176,8.049998827862638,579.6800118595918,0.5533069300278289,1.896930494959964,175.3831000529392,0.1182027369336597,0.4404034321511942,352.3529089479603,0.2682975725614117,0.1204684026404847,0.4885189530167415
15,15,15,0.4088321106121422,0.5681905729425937,0.5314457278478477,0.9309056258727016,0.4922616235829776,1.185832056996479,1.6472503852643063,0.6751150942446761,0.1719857586403012,0.1056139453117451,0.0125544832995665,0.4871679150556396,61.3242170495376,1.9536454801040808,6.730373779469168,415.08621715437135,0.7936822662890086,0.8925333339261426,275.4888227337252,1.5762368012420922,4.732201057444479,262.2302789238064,0.1944416027024907,0.1029416154113634,0.1665637814873874
16,16,16,0.387420352661269,0.5909036739144203,0.4731164551057299,0.93544285222101,0.6110984451068642,-0.0518556050558276,1.18058452027608,0.7589347506602263,0.1649986384413642,0.2749860330029745,0.016622242858254,0.456666446832035,11.622389389994307,1.4523741587670045,9.104026083348511,507.11224918665175,0.7269122861375835,3.2143332569679783,338.401285982599,1.6826853123364784,1.0616129641593803,366.3284907350264,0.2801919015837338,0.1006760461967115,0.286709655910883
21,21,21,0.4142596509858136,0.5345841999260421,0.4751590743384691,0.8944157356376506,0.5719505488253966,-0.9641222039585452,1.296680030391183,0.6094406566108381,0.1172490199694203,2.694626155580683,0.0150407642479451,0.4345363740616323,59.82662146148246,0.2940542894769452,4.166884905086336,197.93506700646597,0.3749558408552002,1.3296205127038383,202.38594927925053,1.910862311811008,4.838032833922036,357.5559755697646,0.3791067747587452,0.1066430376187116,0.1352520755160078
