,streamflow_change,dprec,dT
0,117.6624400451549,15.199832644566175,3.651139974594116
1,134.39480776276875,-1.8925909463138342,4.918680906295776
2,162.02518891124967,9.373241585193796,5.046348512172699
3,87.72725021078934,13.962656674476218,3.627213478088379
4,23.57764244074116,-13.71713643961644,3.9481582641601562
5,-1.6753971990902314,-24.63473560354525,3.355069160461426
6,10.873570598793307,6.1730080581457525,2.1251821517944336
7,36.19453074893203,27.717545690354545,1.7603816986083984
8,46.26754322797545,44.21514190989952,0.9432778358459473
9,60.559356112391846,22.967059981699844,1.887535959482193
10,93.5872644980632,20.347784548544663,1.7667115926742554
11,136.13332354670982,17.44087708139429,3.2674851417541504
