Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-06-01 07:54:12.760019	1.0	5.3	0	0.7	4	0.009	0.0
2022-06-01 07:54:13.763149	2.0	5.8	1	0.7	5	0.015	0.0
2022-06-01 07:54:14.765971	3.0	5.9	0	0.7	5	0.019	0.0
2022-06-01 07:54:15.769644	4.0	5.9	1	0.7	5	0.022	0.0
2022-06-01 07:54:16.772933	5.0	5.9	0	0.7	5	0.022	0.0
2022-06-01 07:54:17.776801	6.0	5.9	0	0.7	5	0.023	0.0
2022-06-01 07:54:18.779596	7.0	5.9	0	0.7	5	0.03	0.0
2022-06-01 07:54:19.783805	8.0	5.9	0	0.7	5	0.037	0.0
2022-06-01 07:54:20.786667	9.0	6.0	1	0.7	5	0.044	0.0
2022-06-01 07:54:21.790481	10.0	6.0	0	0.7	5	0.051	0.0
2022-06-01 07:54:22.794305	11.0	6.0	0	0.7	5	0.058	0.0
2022-06-01 07:54:23.797062	12.0	6.0	1	0.7	5	0.065	0.0
2022-06-01 07:54:24.799812	13.0	6.0	0	0.7	5	0.073	0.0
2022-06-01 07:54:25.803271	14.0	6.1	1	0.7	5	0.08	0.0
2022-06-01 07:54:26.807075	15.1	6.1	0	0.7	5	0.088	0.0
2022-06-01 07:54:27.810846	16.1	6.1	0	0.7	5	0.095	0.0
2022-06-01 07:54:28.814722	17.1	6.1	0	0.7	5	0.102	0.0
2022-06-01 07:54:29.817532	18.1	6.2	1	0.7	5	0.11	0.0
2022-06-01 07:54:30.821334	19.1	6.2	1	0.7	5	0.117	0.0
2022-06-01 07:54:31.825151	20.1	6.2	0	0.7	5	0.123	0.0
2022-06-01 07:54:32.828997	21.1	6.2	0	0.7	5	0.13	0.0
2022-06-01 07:54:33.832872	22.1	6.2	0	0.7	5	0.136	0.0
2022-06-01 07:54:34.836250	23.1	6.3	0	0.7	5	0.14	0.0
2022-06-01 07:54:35.839109	24.1	6.3	1	0.7	5	0.148	0.0
2022-06-01 07:54:36.842952	25.1	6.3	0	0.7	5	0.156	0.0
2022-06-01 07:54:37.846781	26.1	6.3	0	0.7	5	0.163	0.0
2022-06-01 07:54:38.849519	27.1	6.3	0	0.7	5	0.17	0.0
2022-06-01 07:54:39.853238	28.1	6.4	0	0.7	5	0.177	0.0
2022-06-01 07:54:40.857079	29.1	6.4	1	0.7	5	0.184	0.0
2022-06-01 07:54:41.860553	30.1	6.4	1	0.7	5	0.191	0.0
2022-06-01 07:54:42.863374	31.1	6.5	0	0.7	5	0.198	0.0
2022-06-01 07:54:43.867162	32.1	6.6	0	0.7	5	0.205	0.0
2022-06-01 07:54:44.870412	33.1	6.6	0	0.7	5	0.205	0.0
2022-06-01 07:54:45.872900	34.1	6.7	1	0.7	5	0.205	0.0
