Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-06-01 07:50:26.274500	75.3	10.4	0	0.8	5	0.512	0.001
2022-06-01 07:50:27.279326	76.3	10.5	0	0.8	5	0.521	0.001
2022-06-01 07:50:28.283229	77.3	10.5	0	0.8	5	0.522	0.001
2022-06-01 07:50:29.287357	78.3	10.5	0	0.8	5	0.522	0.001
2022-06-01 07:50:30.291466	79.3	10.5	1	0.8	5	0.533	0.001
2022-06-01 07:50:31.294674	80.3	10.5	0	0.8	5	0.539	0.001
2022-06-01 07:50:32.299418	81.4	10.6	1	0.8	5	0.546	0.001
2022-06-01 07:50:33.303671	82.4	10.6	0	0.8	5	0.556	0.001
2022-06-01 07:50:34.307877	83.4	10.6	0	0.8	5	0.561	0.001
2022-06-01 07:50:35.311923	84.4	10.7	2	0.8	5	0.57	0.001
2022-06-01 07:50:36.315892	85.4	10.7	0	0.8	5	0.573	0.001
2022-06-01 07:50:37.319845	86.4	10.7	0	0.8	5	0.577	0.001
2022-06-01 07:50:38.323648	87.4	10.7	0	0.8	5	0.577	0.001
2022-06-01 07:50:39.326483	88.4	10.7	0	0.8	5	0.577	0.001
2022-06-01 07:50:40.330203	89.4	10.7	1	0.8	5	0.577	0.001
2022-06-01 07:50:41.334135	90.4	10.7	0	0.8	5	0.583	0.001
2022-06-01 07:50:42.337780	91.4	10.7	0	0.8	5	0.583	0.001
2022-06-01 07:50:43.341514	92.4	10.7	0	0.8	5	0.583	0.001
2022-06-01 07:50:44.344320	93.4	10.8	1	0.8	5	0.583	0.001
2022-06-01 07:50:45.347523	94.4	10.8	1	0.8	5	0.583	0.001
2022-06-01 07:50:46.351871	95.4	10.8	0	0.8	5	0.587	0.001
2022-06-01 07:50:47.356171	96.4	10.8	0	0.8	5	0.598	0.001
2022-06-01 07:50:48.359500	97.4	10.8	1	0.8	5	0.609	0.001
2022-06-01 07:50:49.363454	98.4	10.9	0	0.8	5	0.611	0.001
2022-06-01 07:50:50.367383	99.4	10.9	0	0.8	5	0.611	0.001
2022-06-01 07:50:51.371487	100.4	10.9	0	0.8	5	0.615	0.001
2022-06-01 07:50:52.375954	101.4	10.9	1	0.8	5	0.618	0.001
2022-06-01 07:50:53.379263	102.4	10.9	0	0.8	5	0.632	0.001
2022-06-01 07:50:54.383304	103.4	11.0	1	0.8	5	0.638	0.001
2022-06-01 07:50:55.387156	104.4	11.0	0	0.8	5	0.638	0.001
2022-06-01 07:50:56.391233	105.4	11.2	1	0.8	5	0.64	0.001
2022-06-01 07:50:57.395218	106.4	11.6	0	0.8	5	0.644	0.001
2022-06-01 07:50:58.398682	107.4	11.6	0	0.7	5	0.652	0.001
2022-06-01 07:50:59.402828	108.5	11.7	1	0.7	5	0.67	0.001
2022-06-01 07:51:00.406769	109.5	11.7	0	0.7	5	0.706	0.001
2022-06-01 07:51:01.409853	110.5	11.7	0	0.7	5	0.706	0.001
2022-06-01 07:51:02.412832	111.5	11.7	1	0.7	5	0.73	0.001
2022-06-01 07:51:03.416753	112.5	11.7	0	0.7	5	0.741	0.001
2022-06-01 07:51:04.419781	113.5	11.8	1	0.7	5	0.753	0.001
2022-06-01 07:51:05.422992	114.5	11.8	0	0.7	5	0.754	0.001
2022-06-01 07:51:06.426775	115.5	12.1	0	0.7	5	0.754	0.001
2022-06-01 07:51:07.432030	116.5	12.4	1	0.7	5	0.767	0.001
2022-06-01 07:51:08.435983	117.5	12.4	0	0.7	5	0.806	0.001
2022-06-01 07:51:09.439389	118.5	12.4	0	0.7	5	0.828	0.001
2022-06-01 07:51:10.443463	119.5	12.5	0	0.7	5	0.85	0.001
2022-06-01 07:51:11.447456	120.5	12.5	1	0.7	5	0.858	0.002
2022-06-01 07:51:12.451264	121.5	12.5	1	0.7	5	0.858	0.002
2022-06-01 07:51:13.455047	122.5	12.5	0	0.7	5	0.858	0.002
2022-06-01 07:51:14.458960	123.5	12.5	0	0.7	5	0.858	0.002
2022-06-01 07:51:15.462823	124.5	12.5	1	0.7	5	0.858	0.002
2022-06-01 07:51:16.466813	125.5	12.5	0	0.7	5	0.86	0.002
2022-06-01 07:51:17.473299	126.5	13.0	0	0.7	5	0.863	0.002
2022-06-01 07:51:18.477342	127.5	13.1	0	0.7	5	0.871	0.002
2022-06-01 07:51:19.480919	128.5	13.1	0	0.7	5	0.875	0.002
2022-06-01 07:51:20.485019	129.5	13.2	1	0.7	5	0.884	0.002
2022-06-01 07:51:21.488953	130.5	13.2	0	0.7	5	0.887	0.002
2022-06-01 07:51:22.492670	131.5	13.2	0	0.7	5	0.89	0.002
2022-06-01 07:51:23.496644	132.5	13.2	1	0.7	5	0.89	0.002
2022-06-01 07:51:24.500583	133.6	13.2	0	0.7	5	0.891	0.002
2022-06-01 07:51:25.505001	134.6	13.2	0	0.7	5	0.892	0.002
2022-06-01 07:51:26.509197	135.6	13.2	1	0.7	5	0.893	0.002
2022-06-01 07:51:27.513125	136.6	13.2	0	0.7	5	0.894	0.002
2022-06-01 07:51:28.517110	137.6	13.3	1	0.7	5	0.896	0.002
2022-06-01 07:51:29.521194	138.6	13.3	1	0.7	5	0.896	0.002
2022-06-01 07:51:30.524985	139.6	13.3	0	0.7	5	0.897	0.002
2022-06-01 07:51:31.528942	140.6	13.3	0	0.7	5	0.898	0.002
2022-06-01 07:51:32.533879	141.6	13.3	1	0.7	5	0.903	0.002
2022-06-01 07:51:33.537882	142.6	13.3	0	0.7	5	0.907	0.002
2022-06-01 07:51:34.541454	143.6	13.3	0	0.7	5	0.911	0.002
2022-06-01 07:51:35.545124	144.6	13.4	1	0.7	5	0.914	0.002
2022-06-01 07:51:36.548568	145.6	13.4	0	0.7	5	0.919	0.002
2022-06-01 07:51:37.552549	146.6	13.4	0	0.7	5	0.919	0.002
2022-06-01 07:51:38.556196	147.6	13.4	0	0.7	5	0.927	0.002
2022-06-01 07:51:39.560223	148.6	13.4	0	0.7	5	0.931	0.002
2022-06-01 07:51:40.563502	149.6	13.4	1	0.7	5	0.931	0.002
2022-06-01 07:51:41.566676	150.6	13.4	1	0.7	5	0.933	0.002
2022-06-01 07:51:42.570994	151.6	13.4	0	0.7	5	0.933	0.002
2022-06-01 07:51:43.574539	152.6	13.4	0	0.7	5	0.933	0.002
2022-06-01 07:51:44.578142	153.6	13.5	1	0.7	5	0.933	0.002
2022-06-01 07:51:45.581332	154.6	13.5	0	0.7	5	0.933	0.002
2022-06-01 07:51:46.585024	155.6	13.5	0	0.7	5	0.935	0.002
2022-06-01 07:51:47.589017	156.6	13.5	1	0.7	5	0.945	0.002
2022-06-01 07:51:48.592731	157.6	13.5	0	0.7	5	0.945	0.002
2022-06-01 07:51:49.596539	158.6	13.5	0	0.7	5	0.945	0.002
2022-06-01 07:51:50.600671	159.7	13.5	1	0.7	5	0.951	0.002
2022-06-01 07:51:51.604573	160.7	13.5	0	0.7	5	0.955	0.002
2022-06-01 07:51:52.608556	161.7	13.6	0	0.7	5	0.959	0.002
2022-06-01 07:51:53.612159	162.7	13.6	1	0.7	4	0.961	0.002
2022-06-01 07:51:54.616027	163.7	13.6	0	0.7	4	0.965	0.002
2022-06-01 07:51:55.620200	164.7	13.8	2	0.7	5	0.98	0.002
2022-06-01 07:51:56.624119	165.7	14.1	0	0.7	5	1.0	0.002
2022-06-01 07:51:57.628155	166.7	14.5	0	0.8	5	1.02	0.002
2022-06-01 07:51:58.632473	167.7	14.8	1	0.9	6	1.051	0.002
2022-06-01 07:51:59.636435	168.7	15.4	0	0.9	6	1.066	0.002
2022-06-01 07:52:00.640509	169.7	16.0	0	1.0	6	1.09	0.002
2022-06-01 07:52:01.644301	170.7	16.0	0	0.7	4	1.216	0.002
