,ED,NSE,logNSE,NSEfdc,NSErunoff,Temp_Thresh,Meltfactor,Mm,Ratio_Pref,Kf,Ks,Ce,Soilstoragecapacity_Bare,beta_Bare,Interceptioncapacity_Forest,Soilstoragecapacity_Forest,beta_Forest,Interceptioncapacity_Grass,Soilstoragecapacity_Grass,beta_Grass,Interceptioncapacity_Rip,Soilstoragecapacity_Rip,beta_Rip,Kf_Rip,Ratio_Riparian
0,0.3963006593475628,0.3005849491980911,0.8377061300843109,0.9138331464293484,0.6755444402656371,1.9665399068352916,4.3290863236453,0.1455664366776831,0.1894867939650194,2.631356301268654,0.0099933177274407,0.7909223522537857,20.737123609196395,1.963520502606156,1.81530033131656,73.01876321526662,1.9223039283709504,0.3566300863841367,6.648114987830385,1.919783399526397,1.869915497917042,360.312399862088,1.765466216826879,2.7110665518323813,0.0657363971934323
2,0.4004835729669708,0.2866562093616878,0.8347994078724914,0.903424600038374,0.6900468394961903,0.1617919471184037,1.5472962401869972,0.4567866985988396,0.1708640689104933,2.9222264035366785,0.0178572570637393,0.7250679975471079,34.141932711595715,0.7228076220003005,1.4750792046016998,50.00040238702318,1.2339477523953708,3.228837853242119,5.418344157372758,1.66522521116068,5.209386055753615,399.843131491216,0.341438357209844,0.6092749468857217,0.4874162588840577
3,0.4000447573937983,0.3023590697204823,0.8057104037639035,0.8915771881163038,0.677608296121894,-0.4596782547363152,3.7657560439260473,0.0376886980817064,0.1525764342477473,1.5341228153471935,0.0222490579360463,0.7687195175011975,59.512133148137536,1.9979892398688408,1.3119481571984235,51.40534355420468,1.998818540698074,3.643784380570996,26.69447561455473,1.576749342105678,7.087193024906921,385.2104182995173,1.9792899163509436,2.6210303134292894,0.498606639191556
4,0.404461697143717,0.3024403906639035,0.778201231528462,0.880613092612767,0.6770143627072606,1.9432757460729688,1.011535574266552,0.5796891173351714,0.3400348894332079,0.5086267499979101,0.0105420717516239,0.7184869334851487,34.24790815497759,1.6849311746884053,2.3120199479688237,62.35522100769363,1.977484315096083,3.472622304271508,17.37908164947575,1.9995270196978443,0.1863441459720752,13.822195347980756,1.0203472391301465,1.4785844052513668,0.1511899402110583
5,0.3964387431898976,0.309672429177776,0.8005030336453736,0.9004463412677777,0.6800115895552483,1.4523365487614663,2.933392224248638,0.5809333641216459,0.2611119495180419,2.104383749334367,0.0186681145276623,0.7492294290821188,34.29179187814987,1.5634108970731309,1.107906103142067,69.64850640828217,1.574549926084541,2.276661913570014,5.510313357213131,1.9229137533849712,6.429879257807018,81.13668226511312,1.9008534809374065,1.2396375077368005,0.4922269707656426
6,0.3985064034982421,0.3344483102706649,0.724094550886177,0.8671847755183891,0.6861422900261314,1.8766225130211212,3.42158131114107,0.9226437132021156,0.1894142147622987,1.9247599713223955,0.0174077543279018,0.5867998447859984,54.771466632133325,0.1846749084339364,1.1710784155399152,53.57843462410988,1.81885400139866,0.8767619073571651,5.212838893959243,1.44788712192482,4.212921804096755,286.8435492365745,1.4584952331180956,1.9385962152247675,0.1677121353304098
7,0.3994182109154427,0.3074794384086776,0.8054241185015836,0.8899817735924367,0.6704683371600537,1.4017123850691189,1.7229393844835892,0.9732509243176488,0.1784358726669651,2.4293499430851013,0.0216808361484663,0.6580300127519343,6.582677721033191,1.2615543868864698,3.03649265875413,65.22371346724913,1.8855372173148988,0.2277673981613087,17.83053670471937,1.5685680290461317,4.860177639981608,71.1240877418089,1.39260635853719,1.0280972647318898,0.4940857773908152
9,0.3915283770650652,0.3029380622092611,0.8247742844959357,0.9135144885428016,0.7015058794443161,-0.6160187316239136,3.393846043807999,0.4483651511077774,0.1557974295415307,2.65161700101477,0.0215119207391669,0.723986646362301,66.51893666434253,0.9815627904070798,2.723987776618568,58.78268376089189,1.8840380427198065,0.5558953112510593,5.878545321026432,1.6561152178487777,4.44942078077916,357.2331840395024,1.6800058470846588,2.7597149788444986,0.4998954883881796
10,0.3951565325089405,0.3339362288477526,0.7513762801565683,0.904372309553778,0.6683444795461102,0.6137821665378818,1.3860801210725864,0.5462948831868069,0.1749007693198421,1.6856226378207677,0.026010003219139,0.7932219238758265,24.970428468582323,1.3432269628201612,1.5410333246849164,50.27425214141695,1.955454039414025,0.4000431832470249,5.050229178790915,1.9238306816035984,3.5212435239357696,399.9901824595837,1.9553835649509796,2.3611705199094004,0.4524409186319481
11,0.4101988561468743,0.2898539585613344,0.7853751324325648,0.8868339709965618,0.6685265888988028,0.3632108858606329,4.976433543381998,0.1754897700826792,0.3249654067213203,0.5985563968209646,0.0118907600032762,0.4425351513514878,54.77042922889128,1.378534214235859,1.225390639618688,62.203610970603066,1.998205885435743,0.9341602752133658,11.000290118847117,1.5448681890416889,2.851361682810413,248.67308304946928,0.5317388246531533,0.8096676640081126,0.3485090394232615
