,0
00,-37.616896614268
01,-2.306547537051813
02,40.50027877915625
03,-1.2491266350736794
04,53.93568444601698
05,61.43995400300881
86,86.70620367314484
87,-86.02410714492936
88,43.64833299620199
89,-177.62862110544458
90,15.953371548640291
91,129.1583122509031
92,-9.689422073562298
93,-19.53274867609636
94,-21.69824316153597
95,111.45435963074274
96,2.0485317401056022
97,-33.77302579140613
98,17.86481851173673
99,-74.35224497082999
