,0
00,24.00596164354181
01,-114.70195202511843
02,64.62534164256397
03,-419.6508370499174
04,-30.183144999514525
05,-75.26957720462906
86,-121.01527205617208
87,63.40536357382507
88,18.599604610804477
89,-25.11461544810652
90,-43.61876421549891
91,-6.591662527080871
92,-52.096974670956
93,22.3444655280166
94,-157.23543636088868
95,219.3531976106957
96,-112.37733218196672
97,-53.075479618367694
98,-147.4599308755287
99,-43.26134095551174
