Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-30 12:06:32.433684	1.0	4.4	0	0.3	2	0.0	0.0
2022-05-30 12:06:33.437148	2.0	4.4	1	0.3	2	0.0	0.0
2022-05-30 12:06:34.440741	3.0	4.4	0	0.3	2	0.0	0.0
2022-05-30 12:06:35.954741	4.5	4.4	1	0.3	2	0.0	0.0
2022-05-30 12:06:36.996796	5.6	4.5	3	0.3	2	0.001	0.0
2022-05-30 12:06:38.000682	6.6	4.5	4	0.7	4	0.002	0.0
2022-05-30 12:06:39.004374	7.6	5.3	1	0.7	4	0.003	0.0
2022-05-30 12:06:40.007411	8.6	5.7	1	0.7	5	0.037	0.0
2022-05-30 12:06:41.010320	9.6	5.8	0	0.7	5	0.075	0.0
2022-05-30 12:06:42.013706	10.6	5.8	0	0.7	5	0.086	0.0
2022-05-30 12:06:43.017448	11.6	5.9	1	0.7	5	0.098	0.0
2022-05-30 12:06:44.021062	12.6	6.0	0	0.7	5	0.114	0.0
2022-05-30 12:06:45.025033	13.6	6.0	0	0.7	5	0.114	0.0
2022-05-30 12:06:46.028722	14.6	6.6	1	0.7	5	0.121	0.0
2022-05-30 12:06:47.032715	15.6	6.8	0	0.7	5	0.13	0.0
2022-05-30 12:06:48.036413	16.6	6.8	0	0.7	5	0.142	0.0
2022-05-30 12:06:49.040222	17.6	6.8	0	0.7	5	0.143	0.0
2022-05-30 12:06:50.043666	18.6	6.8	1	0.7	5	0.146	0.0
2022-05-30 12:06:51.047479	19.6	6.8	0	0.7	5	0.151	0.0
2022-05-30 12:06:52.051138	20.6	6.8	0	0.7	5	0.151	0.0
2022-05-30 12:06:53.054938	21.6	6.9	1	0.7	5	0.155	0.0
2022-05-30 12:06:54.058376	22.6	6.9	0	0.7	5	0.165	0.0
2022-05-30 12:06:55.062188	23.6	7.0	0	0.7	5	0.174	0.0
2022-05-30 12:06:56.066045	24.6	7.0	0	0.7	5	0.178	0.0
2022-05-30 12:06:57.070806	25.6	7.0	1	0.7	5	0.187	0.0
2022-05-30 12:06:58.074752	26.6	7.0	1	0.7	5	0.192	0.0
2022-05-30 12:06:59.078566	27.6	7.0	0	0.7	5	0.194	0.0
2022-05-30 12:07:00.082397	28.7	7.1	0	0.7	5	0.196	0.0
2022-05-30 12:07:01.086009	29.7	7.1	0	0.7	5	0.201	0.0
2022-05-30 12:07:02.089818	30.7	7.1	1	0.7	5	0.204	0.0
2022-05-30 12:07:03.093637	31.7	7.1	0	0.7	5	0.204	0.0
2022-05-30 12:07:04.097338	32.7	7.1	1	0.7	5	0.204	0.0
2022-05-30 12:07:05.100947	33.7	7.1	0	0.7	5	0.205	0.0
2022-05-30 12:07:06.104842	34.7	7.1	0	0.7	5	0.21	0.0
2022-05-30 12:07:07.107697	35.7	7.1	0	0.7	5	0.212	0.0
2022-05-30 12:07:08.113981	36.7	7.2	1	0.7	5	0.216	0.0
2022-05-30 12:07:09.119042	37.7	7.2	0	0.7	5	0.225	0.0
2022-05-30 12:07:10.122318	38.7	7.2	1	0.7	5	0.237	0.0
2022-05-30 12:07:11.126391	39.7	7.3	1	0.7	5	0.246	0.0
2022-05-30 12:07:12.130467	40.7	7.3	0	0.7	5	0.248	0.0
2022-05-30 12:07:13.134346	41.7	7.3	0	0.7	5	0.248	0.0
2022-05-30 12:07:14.138105	42.7	7.3	0	0.7	5	0.248	0.0
2022-05-30 12:07:15.141918	43.7	7.3	0	0.7	5	0.248	0.0
2022-05-30 12:07:16.145565	44.7	7.4	1	0.8	5	0.254	0.0
2022-05-30 12:07:17.149716	45.7	7.4	0	0.8	5	0.254	0.0
2022-05-30 12:07:18.154139	46.7	8.0	0	0.8	5	0.257	0.0
2022-05-30 12:07:19.159330	47.7	8.1	1	0.8	5	0.307	0.0
2022-05-30 12:07:20.163094	48.7	8.1	0	0.8	5	0.332	0.0
2022-05-30 12:07:21.167189	49.7	8.1	1	0.8	5	0.337	0.0
2022-05-30 12:07:22.172156	50.7	8.1	0	0.8	5	0.357	0.0
2022-05-30 12:07:23.176310	51.7	8.2	1	0.8	5	0.364	0.0
2022-05-30 12:07:24.180533	52.8	8.2	0	0.8	5	0.367	0.001
2022-05-30 12:07:25.184752	53.8	8.2	1	0.8	5	0.37	0.001
2022-05-30 12:07:26.188622	54.8	8.2	0	0.8	5	0.374	0.001
2022-05-30 12:07:27.193417	55.8	8.2	0	0.8	5	0.375	0.001
2022-05-30 12:07:28.198829	56.8	8.3	1	0.8	5	0.386	0.001
2022-05-30 12:07:29.202991	57.8	8.3	0	0.8	5	0.386	0.001
2022-05-30 12:07:30.206951	58.8	8.3	0	0.8	5	0.386	0.001
2022-05-30 12:07:31.211035	59.8	8.3	1	0.8	5	0.386	0.001
2022-05-30 12:07:32.214659	60.8	8.3	1	0.8	5	0.386	0.001
2022-05-30 12:07:33.218140	61.8	8.3	0	0.8	5	0.386	0.001
2022-05-30 12:07:34.221718	62.8	8.3	0	0.8	5	0.386	0.001
2022-05-30 12:07:35.225660	63.8	8.3	0	0.8	5	0.386	0.001
2022-05-30 12:07:36.229752	64.8	9.0	1	0.8	5	0.39	0.001
2022-05-30 12:07:37.233925	65.8	10.0	0	1.0	6	0.391	0.001
2022-05-30 12:07:38.238018	66.8	11.0	1	1.1	7	0.392	0.001
