,NSE,beta,Ce,Drainagecapacity,Interceptionstoragecapacity,Kf,Meltfactor,Mm,Ratio_Pref,Soilstoragecapacity,Temp_Thresh
0,0.19302239710682967,1.11,0.745,0.0,0.0,0.557,3.608,0.3897,0.774,27.1,1.001
