Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:53:05.025992	1.0	5.8	0	0.7	5	0.005	0.0
2022-05-31 11:53:06.029812	2.0	6.2	0	0.7	5	0.178	0.0
2022-05-31 11:53:07.033448	3.0	7.6	1	0.8	5	0.27	0.0
2022-05-31 11:53:08.036337	4.0	8.6	0	0.8	5	0.392	0.001
2022-05-31 11:53:09.040139	5.0	9.3	0	0.8	5	0.553	0.001
2022-05-31 11:53:10.043868	6.0	10.6	1	0.8	5	0.653	0.001
2022-05-31 11:53:11.047595	7.0	11.2	1	0.8	5	0.779	0.002
2022-05-31 11:53:12.051311	8.0	11.8	0	0.8	5	0.875	0.002
2022-05-31 11:53:13.054801	9.0	12.5	1	0.8	5	0.971	0.002
2022-05-31 11:53:14.058768	10.0	13.5	1	1.0	6	0.971	0.002
2022-05-31 11:53:15.062621	11.0	14.5	0	1.1	7	0.971	0.002
