,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,mean,min,max
1975-02-10,0.24132970832798634,0.6809160451863971,0.18129466251317025,0.38543357609365847,0.30234683462580403,0.28868717620778706,0.13507677215968494,0.3296586077005489,0.4424741274279981,0.21555727283273032,0.5487090865730601,0.41595168107065894,0.201456399028097,0.17295126318320359,0.3767734554094414,0.4417908448114891,0.33502546957198226,0.13507677215968494,0.6809160451863971
1975-02-11,0.23595903275722196,0.24877875207708397,0.15422391187603604,0.3621764657902039,0.30834305496349423,0.24878448839313383,0.13994144463969593,0.2852059243683954,0.5478210282366187,0.3635972909754944,0.8971645615266595,0.39578844500364807,0.2022960903829079,0.23761795101350042,0.48610987990893734,0.6730793294267235,0.3616804782087347,0.13994144463969593,0.8971645615266595
1975-02-12,0.2322524629193218,0.251044716622422,0.1396193522752204,0.34192578000385965,0.320164374314951,0.23231538286662523,0.15235259324090977,0.24679450538011766,0.7295717247306619,0.5764635306629781,0.3937336276385272,0.42263969613392244,0.2063031872742312,0.34963662174889215,0.6153800125729822,1.0716679358450985,0.39261659401442006,0.1396193522752204,1.0716679358450985
1975-02-13,0.2324059199157043,0.32073063803216695,0.13151948177376,0.32425726926598764,0.32327057002962734,0.23913842769662846,0.17425251039824982,0.23386999798222097,1.0520466744672199,0.8882523800622147,0.2500781470860432,0.5307860260650319,0.21507218805824047,0.33614364338379776,0.6619172370812435,0.7654334349332883,0.41744840913946407,0.13151948177376,1.0520466744672199
1975-02-14,0.2278666970102535,0.3740620981740401,0.12682944895285644,0.3088073196551225,0.2928626528708936,0.2738739726275922,0.14089069335242965,0.20830068449187744,0.7763663589272232,1.2732801971116707,0.279674916226802,0.7082235539719449,0.2253670684414459,0.25197327199485325,0.8299545698456676,0.36030765269481313,0.41616507227184285,0.12682944895285644,1.2732801971116707
1975-02-15,0.22432564266667035,0.38144226152024263,0.12391801359361859,0.2952634711027492,0.2771284555294847,0.2425829385373885,0.12554192617008023,0.18350113670215815,0.5047679827102856,0.4388696952656192,0.2897889269464601,0.879510042123982,0.2118637140816763,0.22000874365698064,0.9867505465361754,0.2803333084127826,0.35409980034727206,0.12391801359361859,0.9867505465361754
1975-02-16,0.22138434702489831,0.21072242396474095,0.12192909784906955,0.2833574550102221,0.2693524495649809,0.20812728320559493,0.11910061516673294,0.1632692563444738,0.3619274524494057,0.2556746240633502,0.23245679943260855,0.9330975013491392,0.1980048441214421,0.18880789739262915,1.1273554403589863,0.18664037845825154,0.31757549160978293,0.11910061516673294,1.1273554403589863
1975-02-17,0.9105021752420889,1.8313691206263516,0.9545611530818969,0.43863941147990354,1.1434475315393036,0.6045059692031194,0.6631178547670384,0.6377263008379062,1.556746565073988,1.6038870188154823,1.9838961012747178,1.3165250366394365,0.4728616192921047,0.5314381674199411,1.9246693270461068,1.8829650953224493,1.1535536529788646,0.43863941147990354,1.9838961012747178
1975-02-18,1.6002478781300922,3.3840102232018032,1.973931126070531,0.7993140840997034,1.9546164649212663,1.2789345872047062,1.3041074889787019,1.3479840559294025,3.017484008524152,2.994487412463743,3.790601237809996,1.993419940927791,1.1012463926000642,0.8882968103340187,3.041483015833646,3.3903044460095844,2.11627932331495,0.7993140840997034,3.790601237809996
1975-02-19,0.8194564393643381,0.46206076363475856,1.1150674238147724,0.7271055321350878,0.898647191889513,1.014451630968426,0.6138097682534537,1.125193760260987,1.6746309460480282,0.826833743624269,0.9125232188779215,1.6316782641121674,0.49831786442815795,0.4594000202683064,2.2844068073923185,0.8022198633308251,0.9916127024002082,0.4594000202683064,2.2844068073923185
1975-02-20,0.5165029735794163,0.30134319070276633,0.6660709808518931,0.6647620578600534,0.5625807930015294,0.8111375425717585,0.34457536356796603,0.9421168603468469,0.942246155331716,0.3037040625804528,0.29885321018006666,1.3455301210057478,0.3213583035572083,0.3121574211729654,1.7293042304382902,0.2659285357718288,0.6455107376575316,0.2659285357718288,1.7293042304382902
1975-02-21,0.3975395482591725,0.2897200282647172,0.4310011001277248,0.6108858460339774,0.45267772592974964,0.6548041072318802,0.23913887162246844,0.7916858151414069,0.5522708180866391,0.18853228032850827,0.16750525003983985,1.0959877551352801,0.2683475617554592,0.2607685088335899,1.3166704669880112,0.1543514836600347,0.4919929479649038,0.1543514836600347,1.3166704669880112
1975-02-22,0.3494396554259377,0.28618045033993117,0.30759252696896944,0.5642780251600968,0.4139175373181448,0.5345528831447776,0.19742464893797823,0.6680579729186433,0.34446008179382664,0.16270050959749185,0.13889461494668776,0.8920465526631424,0.2514568748439933,0.24198526442771923,1.009629295914728,0.13069037430060962,0.4058317042939173,0.13069037430060962,1.009629295914728
1975-02-23,0.3286492309792847,0.2831096305553684,0.24248518914404082,0.5239102182417107,0.3975936700699744,0.44201307949633056,0.18050320396740188,0.5664365074419414,0.23356364461800852,0.15643543675921856,0.13217115190132964,0.72939116361606,0.2451280802416895,0.23430134024635849,0.779470297446654,0.12523331191619796,0.3500246972900981,0.12523331191619796,0.779470297446654
1975-02-24,0.3184005530174567,0.28009801546313534,0.20782993699510216,0.48890004832154915,0.38839970679365465,0.3707582099896719,0.1732310105542834,0.4828832358456246,0.17422845522761948,0.15445980058688782,0.1301137894217064,0.5996422297252441,0.24191125119121018,0.23040380163087076,0.5952730584494563,0.12355380126630298,0.31000543152998605,0.12355380126630298,0.5996422297252441
1975-02-25,0.3122450214605093,0.27713837659997864,0.18909513405831907,0.458490651608465,0.3815312158664109,0.3158530349645552,0.16971797368065955,0.4141651295523889,0.14232799977345606,0.15343091075411053,0.12905516777121617,0.49612211016075425,0.23963444005956314,0.22780688301047589,0.4517547927409547,0.12266659722115533,0.2800647149551858,0.12266659722115533,0.49612211016075425
1975-02-26,0.30769033549604247,0.2742104222342542,0.17867935524207895,0.43203222053174106,0.37545673257244816,0.27350573977939785,0.16767177562441382,0.35762752889930977,0.12502508607236176,0.15261237585671134,0.12821316894898951,0.4135071847285921,0.23764612368939775,0.2256632267329588,0.34266712047875897,0.12194782161297256,0.2571347636562768,0.12194782161297256,0.43203222053174106
1975-02-27,0.30377224748284687,0.27130358066050303,0.17261002769153133,0.40896702786720784,0.36968839847835316,0.24080370226524123,0.16620020324057833,0.31109983286448684,0.11548950568828033,0.15184101952923462,0.12742083426147796,0.34755395435949477,0.23575205143470945,0.2236839352283724,0.26223948269641834,0.12126675788142532,0.23935578510188513,0.11548950568828033,0.40896702786720784
1975-02-28,0.4905037871281715,0.6521615119685753,0.38059374459205375,0.4198501492966148,0.6406158027227564,0.2563378582977763,0.2828329203269414,0.39908197501509535,0.45809073401726885,0.3088437444523462,0.4481599630668533,0.3832233923756567,0.24173348836567832,0.3441208030802114,0.2672566360895929,0.5529889446429919,0.4078997159649116,0.24173348836567832,0.6521615119685753
1975-03-01,0.7367774580605458,1.1038310428221938,0.7131649089275827,0.4917377181729509,0.9306124743024631,0.4421958371398556,0.5314486037615418,0.6223806277966063,1.037645254508648,0.9104975396181174,1.230907561273862,0.5756093604744581,0.37345411315078514,0.46714759294315333,0.5813847093075789,1.1271578420723067,0.7422470402707907,0.37345411315078514,1.230907561273862
1975-03-02,0.4852910508341676,0.3568910068613851,0.45832509078468264,0.46183588656807717,0.5711293170393501,0.37792782416604065,0.3165634692381196,0.5300576318570906,0.6054782927024808,0.3266433838672368,0.3866671092383496,0.4777299348019356,0.27799084542720437,0.3213890361550341,0.4387531157781292,0.33634616374977566,0.42056369744181626,0.27799084542720437,0.6054782927024808
1975-03-03,0.3861555746898621,0.3140402692222499,0.3246287150386171,0.4358049822463466,0.4539483578964544,0.3309304547805379,0.232245413975716,0.45413136006863764,0.3752113420812021,0.2017814835678239,0.21397819652589123,0.40201265607190306,0.24886187325657147,0.27313023272278764,0.33504738384519006,0.1966373881110881,0.323659105256305,0.1966373881110881,0.45413136006863764
1975-03-04,0.3456965779992932,0.28553717655869565,0.25417398083333015,0.4130988353030557,0.41292995526364684,0.28641736837104614,0.19872156575364056,0.39166763671839183,0.25235715624723437,0.17898270204241945,0.16346453892145948,0.34263352037186323,0.23904860703265476,0.2574538405674817,0.26037445824191274,0.16138072619147004,0.2777461654010997,0.16138072619147004,0.4130988353030557
1975-03-05,0.3278525590973862,0.28118693678014245,0.21673605697437043,0.39324879540189756,0.3959032080057417,0.25204631441938696,0.18496129532668626,0.34029894765068186,0.18664670703606584,0.18187656818734935,0.14027252379060817,0.29928926914232334,0.23483742071892516,0.24830949714910644,0.21479000830014983,0.1350185858938976,0.25207966836716994,0.1350185858938976,0.3959032080057417
1975-03-06,0.3187352198915872,0.2781378700401374,0.1965186495015086,0.3758523359853089,0.38647281515986137,0.2254650711445345,0.17889320175175336,0.29795706433690294,0.15133806106681594,0.16284364074336466,0.13469202889049092,0.2571109716130491,0.23225194620698297,0.24214975734160296,0.1720761497225184,0.12899756790173228,0.2337182719561345,0.12899756790173228,0.38647281515986137
1975-03-07,0.3130084025371252,0.27519880517026357,0.18530055617667637,0.36056446928075603,0.37952172003648393,0.2048678613815892,0.17582265647318807,0.26306869096972296,0.13220649503152757,0.15807187664623243,0.13286610179907254,0.22338535216995647,0.2301741180014259,0.23872594941973782,0.14010539481216966,0.12719169048996262,0.22125500877474316,0.12719169048996262,0.37952172003648393
1975-03-08,0.3086106233298547,0.27229156337315735,0.17878695205376466,0.34708913885102105,0.37341545092615563,0.18886685413345045,0.1739227016053858,0.23430047168562507,0.12168322745983429,0.15642045020779474,0.1318437552663189,0.1963967567687201,0.2282651537830085,0.2362435529866856,0.11338091730635647,0.12626233053073527,0.21173624376674177,0.11338091730635647,0.37341545092615563
