,0
00,26.308574232924684
01,-111.57148170631979
02,71.7034860070736
03,-417.70257534012603
04,-28.455457395952862
05,-70.70248560675907
86,-114.12389207980846
87,69.39017787251123
88,25.614281928113428
89,-23.344118209463204
90,-40.93474749629365
91,-1.428001470755703
92,-49.512552045345046
93,28.889805245593266
94,-155.1496894729613
95,225.39355267687336
96,-111.20625296878688
97,-48.96750104994862
98,-142.8956389003706
99,-34.35597604806992
