Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:20:41.656786	110.9	11.1	0	0.8	5	0.63	0.001
2022-05-31 11:20:42.660652	111.9	11.1	0	0.8	5	0.639	0.001
2022-05-31 11:20:43.663775	112.9	11.2	1	0.8	5	0.645	0.001
2022-05-31 11:20:44.672960	113.9	11.2	0	0.8	5	0.649	0.001
2022-05-31 11:20:45.677298	114.9	11.2	0	0.8	5	0.657	0.001
2022-05-31 11:20:46.682435	115.9	11.2	1	0.8	5	0.668	0.001
2022-05-31 11:20:47.686232	116.9	11.2	0	0.8	5	0.675	0.001
2022-05-31 11:20:48.691229	117.9	11.3	1	0.8	5	0.675	0.001
2022-05-31 11:20:49.694858	118.9	11.3	0	0.8	5	0.675	0.001
2022-05-31 11:20:50.698520	119.9	11.3	0	0.8	5	0.675	0.001
2022-05-31 11:20:51.702172	120.9	11.3	1	0.8	5	0.675	0.001
2022-05-31 11:20:52.705751	121.9	11.3	0	0.8	5	0.675	0.001
2022-05-31 11:20:53.709386	122.9	11.3	1	0.8	5	0.676	0.001
2022-05-31 11:20:54.712916	124.0	11.3	0	0.8	5	0.68	0.001
2022-05-31 11:20:55.716389	125.0	11.3	0	0.8	5	0.682	0.001
2022-05-31 11:20:56.720109	126.0	11.8	1	0.8	5	0.682	0.001
2022-05-31 11:20:57.723896	127.0	12.0	0	0.8	5	0.706	0.001
2022-05-31 11:20:58.728802	128.0	12.0	1	0.8	5	0.722	0.001
2022-05-31 11:20:59.732673	129.0	12.6	1	0.8	5	0.754	0.001
2022-05-31 11:21:00.736545	130.0	12.6	0	0.8	5	0.802	0.002
2022-05-31 11:21:01.739670	131.0	12.7	0	0.8	5	0.826	0.002
2022-05-31 11:21:02.743641	132.0	12.7	0	0.8	5	0.85	0.002
2022-05-31 11:21:03.747519	133.0	12.7	1	0.8	5	0.873	0.002
2022-05-31 11:21:04.751756	134.0	12.8	0	0.8	5	0.874	0.002
2022-05-31 11:21:05.755639	135.0	13.3	0	0.8	5	0.876	0.002
2022-05-31 11:21:06.760070	136.0	13.3	1	0.8	5	0.88	0.002
2022-05-31 11:21:07.766290	137.0	13.3	0	0.8	5	0.889	0.002
2022-05-31 11:21:08.770778	138.0	13.4	1	0.7	5	0.898	0.002
2022-05-31 11:21:09.774751	139.0	13.4	0	0.7	5	0.9	0.002
2022-05-31 11:21:10.778568	140.0	13.4	0	0.7	5	0.904	0.002
2022-05-31 11:21:11.782299	141.0	13.4	0	0.7	5	0.904	0.002
2022-05-31 11:21:12.789929	142.0	13.4	1	0.7	5	0.905	0.002
2022-05-31 11:21:13.793076	143.0	13.4	0	0.7	5	0.913	0.002
2022-05-31 11:21:14.796824	144.0	13.4	0	0.7	5	0.916	0.002
2022-05-31 11:21:15.800486	145.0	13.5	1	0.7	5	0.916	0.002
2022-05-31 11:21:16.804092	146.0	13.5	0	0.7	5	0.916	0.002
2022-05-31 11:21:17.807840	147.0	13.5	0	0.7	5	0.916	0.002
2022-05-31 11:21:18.812363	148.1	13.5	1	0.7	5	0.92	0.002
2022-05-31 11:21:19.816244	149.1	13.5	0	0.7	5	0.922	0.002
2022-05-31 11:21:20.819592	150.1	13.5	0	0.7	5	0.922	0.002
2022-05-31 11:21:21.823328	151.1	13.5	1	0.7	5	0.922	0.002
2022-05-31 11:21:22.827386	152.1	13.5	0	0.7	5	0.922	0.002
2022-05-31 11:21:23.831100	153.1	13.5	1	0.7	5	0.923	0.002
2022-05-31 11:21:24.834078	154.1	13.5	0	0.7	5	0.926	0.002
2022-05-31 11:21:25.838353	155.1	13.6	0	0.7	5	0.928	0.002
2022-05-31 11:21:26.841605	156.1	13.6	0	0.7	5	0.932	0.002
2022-05-31 11:21:27.845960	157.1	13.6	1	0.7	5	0.936	0.002
2022-05-31 11:21:28.849984	158.1	13.6	0	0.7	5	0.937	0.002
2022-05-31 11:21:29.853796	159.1	13.6	0	0.7	5	0.946	0.002
2022-05-31 11:21:30.857457	160.1	13.6	1	0.7	5	0.946	0.002
2022-05-31 11:21:31.862028	161.1	13.6	0	0.7	5	0.949	0.002
2022-05-31 11:21:32.866723	162.1	13.7	1	0.7	5	0.957	0.002
2022-05-31 11:21:33.870748	163.1	13.7	0	0.7	5	0.958	0.002
2022-05-31 11:21:34.874553	164.1	13.7	1	0.7	5	0.96	0.002
2022-05-31 11:21:35.877687	165.1	13.7	0	0.7	5	0.966	0.002
2022-05-31 11:21:36.881337	166.1	13.7	0	0.7	5	0.967	0.002
2022-05-31 11:21:37.884675	167.1	14.0	2	0.8	5	0.985	0.002
2022-05-31 11:21:38.888556	168.1	14.4	0	0.8	5	1.015	0.002
2022-05-31 11:21:39.892743	169.1	14.8	0	0.9	6	1.057	0.002
2022-05-31 11:21:40.896570	170.1	15.5	1	1.0	6	1.079	0.002
2022-05-31 11:21:41.900629	171.1	16.2	0	1.0	7	1.092	0.002
2022-05-31 11:21:42.904631	172.1	16.2	0	0.7	5	1.216	0.002
