Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:18:51.764486	1.0	4.4	0	0.3	2	0.0	0.0
2022-05-31 11:18:52.767753	2.0	4.4	0	0.3	2	0.0	0.0
2022-05-31 11:18:53.771315	3.0	4.4	0	0.3	2	0.0	0.0
2022-05-31 11:18:54.975814	4.2	4.5	2	0.3	2	0.0	0.0
2022-05-31 11:18:56.668420	5.9	4.5	0	0.3	2	0.0	0.0
2022-05-31 11:18:57.983552	7.2	4.5	1	0.3	2	0.0	0.0
2022-05-31 11:18:59.153050	8.4	4.5	4	0.3	2	0.001	0.0
2022-05-31 11:19:00.271591	9.5	4.6	4	0.3	2	0.002	0.0
2022-05-31 11:19:01.281317	10.5	4.6	3	0.3	2	0.003	0.0
2022-05-31 11:19:02.285417	11.5	4.7	6	0.7	4	0.004	0.0
2022-05-31 11:19:03.288199	12.5	5.3	0	0.7	4	0.005	0.0
2022-05-31 11:19:04.291786	13.5	6.0	1	0.7	5	0.033	0.0
2022-05-31 11:19:05.295090	14.5	6.0	0	0.7	5	0.057	0.0
2022-05-31 11:19:06.298465	15.5	6.0	0	0.7	5	0.1	0.0
2022-05-31 11:19:07.302125	16.5	6.1	0	0.7	5	0.108	0.0
2022-05-31 11:19:08.308058	17.5	6.3	2	0.7	5	0.115	0.0
2022-05-31 11:19:09.311897	18.6	6.9	0	0.7	5	0.119	0.0
2022-05-31 11:19:10.315463	19.6	6.9	0	0.7	5	0.123	0.0
2022-05-31 11:19:11.319630	20.6	6.9	1	0.7	5	0.126	0.0
2022-05-31 11:19:12.323218	21.6	7.0	0	0.7	5	0.134	0.0
2022-05-31 11:19:13.325993	22.6	7.0	0	0.7	5	0.14	0.0
2022-05-31 11:19:14.328847	23.6	7.0	0	0.7	5	0.154	0.0
2022-05-31 11:19:15.332730	24.6	7.1	1	0.7	5	0.167	0.0
2022-05-31 11:19:16.336295	25.6	7.1	0	0.7	5	0.173	0.0
2022-05-31 11:19:17.339966	26.6	7.1	0	0.7	5	0.173	0.0
2022-05-31 11:19:18.343621	27.6	7.1	1	0.7	5	0.173	0.0
2022-05-31 11:19:19.347333	28.6	7.2	0	0.7	5	0.173	0.0
2022-05-31 11:19:20.350873	29.6	7.2	0	0.7	5	0.173	0.0
2022-05-31 11:19:21.354392	30.6	7.2	0	0.7	5	0.173	0.0
2022-05-31 11:19:22.357859	31.6	7.2	1	0.7	5	0.173	0.0
2022-05-31 11:19:23.361133	32.6	7.2	0	0.7	5	0.173	0.0
2022-05-31 11:19:24.365306	33.6	7.2	1	0.7	5	0.179	0.0
2022-05-31 11:19:25.368743	34.6	7.2	0	0.7	5	0.181	0.0
2022-05-31 11:19:26.372445	35.6	7.2	0	0.7	5	0.189	0.0
2022-05-31 11:19:27.376107	36.6	7.2	1	0.7	5	0.189	0.0
2022-05-31 11:19:28.379798	37.6	7.2	0	0.7	5	0.189	0.0
2022-05-31 11:19:29.383342	38.6	7.2	0	0.7	5	0.195	0.0
2022-05-31 11:19:30.386169	39.6	7.3	0	0.7	5	0.201	0.0
2022-05-31 11:19:31.388816	40.6	7.3	1	0.7	5	0.205	0.0
2022-05-31 11:19:32.392473	41.6	7.3	0	0.7	5	0.208	0.0
2022-05-31 11:19:33.395620	42.6	7.3	0	0.7	5	0.209	0.0
2022-05-31 11:19:34.399267	43.6	7.3	0	0.7	5	0.209	0.0
2022-05-31 11:19:35.402210	44.6	7.3	0	0.7	5	0.21	0.0
2022-05-31 11:19:36.405868	45.6	7.4	1	0.7	5	0.22	0.0
2022-05-31 11:19:37.409396	46.6	7.4	1	0.7	5	0.22	0.0
2022-05-31 11:19:38.413054	47.7	7.4	0	0.7	5	0.227	0.0
2022-05-31 11:19:39.416268	48.7	7.4	0	0.7	5	0.228	0.0
2022-05-31 11:19:40.419911	49.7	7.5	0	0.7	5	0.238	0.0
2022-05-31 11:19:41.423516	50.7	7.5	1	0.7	5	0.238	0.0
2022-05-31 11:19:42.427199	51.7	7.5	0	0.7	5	0.245	0.0
2022-05-31 11:19:43.430802	52.7	7.5	1	0.7	5	0.252	0.0
2022-05-31 11:19:44.434450	53.7	7.7	0	0.8	5	0.256	0.0
2022-05-31 11:19:45.438048	54.7	7.7	0	0.8	5	0.256	0.0
2022-05-31 11:19:46.441090	55.7	8.3	0	0.8	5	0.261	0.0
2022-05-31 11:19:47.444578	56.7	8.4	0	0.8	5	0.29	0.001
2022-05-31 11:19:48.448411	57.7	8.4	1	0.8	5	0.301	0.001
2022-05-31 11:19:49.452356	58.7	8.4	0	0.8	5	0.304	0.001
2022-05-31 11:19:50.456253	59.7	8.4	0	0.8	5	0.304	0.001
2022-05-31 11:19:51.459460	60.7	8.4	0	0.8	5	0.304	0.001
2022-05-31 11:19:52.463174	61.7	8.4	1	0.8	5	0.304	0.001
2022-05-31 11:19:53.466533	62.7	8.4	1	0.8	5	0.304	0.001
2022-05-31 11:19:54.469794	63.7	8.5	0	0.8	5	0.341	0.001
2022-05-31 11:19:55.473140	64.7	8.5	0	0.8	5	0.352	0.001
2022-05-31 11:19:56.476599	65.7	8.6	0	0.8	5	0.385	0.001
2022-05-31 11:19:57.480459	66.7	8.6	1	0.8	5	0.391	0.001
2022-05-31 11:19:58.484299	67.7	8.7	0	0.8	5	0.391	0.001
2022-05-31 11:19:59.488098	68.7	8.8	1	0.8	5	0.392	0.001
2022-05-31 11:20:00.492069	69.7	9.8	1	0.8	5	0.392	0.001
2022-05-31 11:20:01.496204	70.7	9.8	0	0.8	5	0.416	0.001
2022-05-31 11:20:02.500539	71.7	9.8	1	0.8	5	0.42	0.001
2022-05-31 11:20:03.504259	72.7	9.8	0	0.8	5	0.422	0.001
2022-05-31 11:20:04.508359	73.7	9.8	0	0.8	5	0.444	0.001
2022-05-31 11:20:05.513318	74.8	9.8	0	0.8	5	0.471	0.001
2022-05-31 11:20:06.517264	75.8	9.9	0	0.8	5	0.473	0.001
2022-05-31 11:20:07.520540	76.8	9.9	1	0.8	5	0.499	0.001
2022-05-31 11:20:08.525695	77.8	10.0	1	0.8	5	0.501	0.001
2022-05-31 11:20:09.529683	78.8	10.5	0	0.8	5	0.504	0.001
2022-05-31 11:20:10.534044	79.8	10.6	0	0.8	5	0.512	0.001
2022-05-31 11:20:11.538040	80.8	10.6	0	0.8	5	0.528	0.001
2022-05-31 11:20:12.542093	81.8	10.6	0	0.8	5	0.536	0.001
2022-05-31 11:20:13.546236	82.8	10.7	1	0.8	5	0.543	0.001
2022-05-31 11:20:14.549986	83.8	10.7	0	0.8	5	0.548	0.001
2022-05-31 11:20:15.556134	84.8	10.7	0	0.8	5	0.554	0.001
2022-05-31 11:20:16.560130	85.8	10.8	2	0.8	5	0.559	0.001
2022-05-31 11:20:17.564601	86.8	10.8	0	0.8	5	0.562	0.001
2022-05-31 11:20:18.569080	87.8	10.8	0	0.8	5	0.562	0.001
2022-05-31 11:20:19.572410	88.8	10.8	0	0.8	5	0.562	0.001
2022-05-31 11:20:20.577982	89.8	10.8	0	0.8	5	0.563	0.001
2022-05-31 11:20:21.581935	90.8	10.8	1	0.8	5	0.563	0.001
2022-05-31 11:20:22.585565	91.8	10.8	0	0.8	5	0.563	0.001
2022-05-31 11:20:23.588755	92.8	10.8	0	0.8	5	0.563	0.001
2022-05-31 11:20:24.592628	93.8	10.8	0	0.8	5	0.57	0.001
2022-05-31 11:20:25.595542	94.8	10.8	1	0.8	5	0.575	0.001
2022-05-31 11:20:26.598931	95.8	10.8	1	0.8	5	0.579	0.001
2022-05-31 11:20:27.602944	96.8	10.8	0	0.8	5	0.583	0.001
2022-05-31 11:20:28.606304	97.8	10.9	0	0.8	5	0.588	0.001
2022-05-31 11:20:29.609993	98.8	10.9	0	0.8	5	0.593	0.001
2022-05-31 11:20:30.613398	99.9	10.9	1	0.8	5	0.593	0.001
2022-05-31 11:20:31.617074	100.9	10.9	0	0.8	5	0.593	0.001
2022-05-31 11:20:32.620799	101.9	10.9	0	0.8	5	0.593	0.001
2022-05-31 11:20:33.624449	102.9	10.9	1	0.8	5	0.597	0.001
2022-05-31 11:20:34.628256	103.9	11.0	0	0.8	5	0.601	0.001
2022-05-31 11:20:35.632288	104.9	11.0	0	0.8	5	0.605	0.001
2022-05-31 11:20:36.636059	105.9	11.0	0	0.8	5	0.605	0.001
2022-05-31 11:20:37.640232	106.9	11.0	1	0.8	5	0.61	0.001
2022-05-31 11:20:38.644291	107.9	11.0	0	0.8	5	0.621	0.001
2022-05-31 11:20:39.649037	108.9	11.1	0	0.8	5	0.623	0.001
2022-05-31 11:20:40.652756	109.9	11.1	1	0.8	5	0.623	0.001
