,ED,NSE,logNSE,NSEfdc,NSErunoff,Temp_Thresh,Meltfactor,Mm,Ratio_Pref,Kf,Ks,Ce,Soilstoragecapacity_Bare,beta_Bare,Interceptioncapacity_Forest,Soilstoragecapacity_Forest,beta_Forest,Interceptioncapacity_Grass,Soilstoragecapacity_Grass,beta_Grass,Interceptioncapacity_Rip,Soilstoragecapacity_Rip,beta_Rip,Kf_Rip,Ratio_Riparian
0,0.5069805383191375,0.4067539217781495,0.6977255980372795,0.9619399157677557,0.23622138579418317,1.999689345776682,4.838605343491784,0.8211051485502072,0.4723688747138025,0.649779739675571,0.09004624128997463,0.6045158644974598,74.95847216300675,0.15301340111306866,6.06360092441957,409.6341506760043,1.9582802526689032,4.332473744089524,317.45126629731845,0.10284996470280282,6.239532153794821,395.781059558888,1.7477312650173125,1.0345109590451016,0.3430751827047942
1,0.5229129701823885,0.40982773972068,0.6563858401703304,0.9479049169638397,0.20964311085138598,-0.2195500621820372,2.5126552502575237,0.18285869872463975,0.5615948580824208,0.6176840040714225,0.09053800787652334,0.5355696850086258,26.00841512771048,0.7406580367080227,1.1937604471364205,278.59975604819005,0.8098674935363511,1.491066928083416,146.90146901669138,0.855049230165705,7.735999891348676,166.84664614099532,1.5670940804585711,2.094293713060799,0.06127849793800587
2,0.5211169669469852,0.4007070814031527,0.6792109259182413,0.9383187459898268,0.2123520053137481,1.38122086530303,1.0529486768911989,0.9992999247989846,0.3789151108538984,0.7415919568049262,0.09115744697130931,0.5079873282851494,22.46760953197063,1.7336110747916456,4.824136194443236,278.95177136617184,1.3922805011356583,1.2182415090583731,275.8447559387345,1.2064684026648014,5.1672327850283715,262.56124179045037,0.7971092676620816,1.3585934055056388,0.07566353292664868
3,0.5242154727736531,0.3932530949096039,0.7009053865262425,0.9617679013195852,0.19990853050046908,-1.9581953408203878,1.7956500792885728,0.33101919833953664,0.6474590008227409,0.5322589417716409,0.024745590147667428,0.6187401429201302,50.86771136914876,0.3630749148104696,6.672157256718431,379.62283341566075,1.3811159233364851,0.49514609731025283,134.63288568448579,0.43417470348914755,6.746020536218407,394.41666059900956,0.6612005282450825,0.10123810122468793,0.16574294589627736
4,0.5108995509771087,0.41225380792322364,0.6866139434760226,0.9556749163911994,0.22640302159773318,1.7442636789977968,2.1933730898665615,0.7079684114525359,0.5833395893142583,0.5303146364924591,0.09981704480777642,0.7972937517664646,23.94932629971306,0.7405272856212012,6.529926010605225,201.6720372359967,0.9669576601706429,2.862931813959489,372.9484780967575,0.13115837601184846,6.393183291753902,78.51419922658373,0.35606037999552675,0.48895322114440176,0.4858274332068878
5,0.5133033903786237,0.3981840048308759,0.6680745279940661,0.9619036932965561,0.2383484112111688,1.598878366497006,1.0417426392843727,0.9895381528694474,0.38671664297336916,2.85807994901078,0.09088392813859264,0.7171822442586053,22.073469948073253,1.9926777748485358,8.331435068096484,308.2741305594447,1.4824669880715788,2.5143327453434074,374.0963127608279,0.1071990739245828,0.5078853004216176,53.12393097605845,1.518168631502004,1.2819611069752685,0.21609341721867942
6,0.5069797146842928,0.3987322418519419,0.6786858433417802,0.9833270228512784,0.24962007490798943,0.54991472493694,4.207490179206497,0.4865004953871476,0.7444602188068454,0.45652593152101617,0.040709748305348806,0.6955580067593351,32.71779139173445,0.2778662141908895,4.948829274589446,281.8535668817326,1.3935385470773956,4.05238855378326,399.2581644009471,0.10144303132342158,2.6654894575144628,246.06611156960577,1.9714835410779399,1.30779653501135,0.3884795029019675
7,0.5187030577584766,0.3966254831438204,0.696001821737449,0.9510680732611254,0.21428922937303618,-0.17210230370233104,4.843417412705479,0.9893156896130578,0.3236178051432258,2.793848373552546,0.0945518556130835,0.5397276926677843,21.80777205670265,1.0325836777336441,5.679181378806622,388.8604668170364,1.9976396706657904,2.20782330310672,272.35652837717873,0.1013458735532419,3.582233169686167,277.9581845014923,0.6251866780693324,2.9171613900752327,0.26622449327487846
8,0.5002850261077698,0.41195113538140393,0.7227493470888335,0.9791728733683869,0.2397123778016701,1.969626949766912,1.624735625234587,0.4154287971540177,0.3723234674359578,2.616205246519435,0.07791508953546082,0.7999648941539361,57.78307468254731,1.3439630251211816,6.635800899160463,288.0507567384791,0.13078436259618742,0.19351994732900463,305.99150935574716,1.8729660386655713,1.7531168811372775,272.67672720142997,0.847150064903632,0.5642924889885884,0.19032437335327096
9,0.5115306260681114,0.4149452192411852,0.6985706993727421,0.975135191349608,0.21712877997212532,1.0122697008062098,1.0477395185915186,0.43853928593335084,0.6602323645643033,0.5208033277731502,0.04337652116859759,0.7348916644584169,24.53859096091645,1.0120001550180646,7.656138876763207,241.9657562678355,1.0167534654296309,3.297435649009725,337.50045872538533,0.13598431788818266,1.4039832263070362,126.02066034259487,1.9644564156656494,0.6853201714221694,0.21417768622728972
10,0.5171874554739064,0.3987928665689944,0.6712400094509059,0.9523587176338275,0.22661224735671237,1.3760089981963866,1.1753005028941081,0.4643169000491887,0.34542243335701284,2.1351670699537806,0.09533018051815911,0.7480765514030983,61.98145629549996,0.6555307382884683,8.333161669979255,281.35986675200314,0.827150902977944,0.17788446137281802,346.23843961559686,0.9324612080719449,6.657405288430864,57.91327292843517,1.25863059927604,1.1913959296380192,0.05378685417100104
11,0.5192732942691667,0.4198931884688082,0.7013058426616217,0.9798041523731077,0.1922692082814521,-0.1203488286222032,1.6477244461433362,0.8368437711245345,0.6575060317137816,0.6216140556528338,0.06473147545413992,0.7174668397122508,35.70788231583885,0.7017825702363965,3.38482833118406,194.09441973280914,0.35611662104596886,0.27771961704730663,331.62592194473655,0.9664781074095609,4.721674511493807,49.77167867278096,1.3315273672093362,1.1424459684419621,0.40578441500677387
12,0.5207795127819393,0.3988811758913905,0.6774959314546961,0.9630574312967528,0.21378900069689233,-1.1728666276040727,4.345657326367061,0.25309202506276274,0.3826519590560985,2.2911734793890743,0.09818306748782958,0.7263755077549147,33.160858307797945,0.9938465852097856,8.326229760972069,261.54720906485613,0.582332646407026,0.14434077563262368,396.8771591584047,1.150327979195225,4.028683323618443,84.02565909344928,0.6812769301624353,1.6839049078319124,0.08747850996061146
13,0.5135385507963564,0.39471549457672794,0.7006215962308099,0.9418424276026975,0.22830815201917765,0.021299434660385863,4.9808221867992195,0.6080627168340703,0.2984201940747492,2.3947342737011756,0.09436545872183652,0.6526476980503958,63.66583798406677,1.649884237935723,1.2007459562535436,367.703435502936,0.9163965441147817,2.999621314877232,287.58187769753414,0.10012001565176343,7.138880541064753,113.01767290677313,1.5769261967313273,1.3597962324865114,0.058465230463270665
14,0.524710839586919,0.3890729180489778,0.6647899665399621,0.947759890291139,0.21708291265027746,1.8963415072250762,1.016665412025515,0.817311892451957,0.34238666936461326,2.3393529810433344,0.09733222732360797,0.5140229472652691,33.273825518323854,1.0129792040446193,4.49797856371592,387.8681711926458,1.7914231065358126,4.978257778053413,299.9764092495452,1.1506106414617296,7.932195489290024,397.99062159239134,0.4875882042461195,0.6432222634223649,0.1644882317450003
15,0.5133859003414122,0.4047217178150563,0.6974088360258421,0.9478454766824336,0.22178242719746188,1.8600592602582005,1.1052531507357628,0.2727316261795184,0.34956721168804195,0.82648544335705,0.09899222566558188,0.551020329373161,48.78754546327596,1.7895035950873155,5.8502980594266,364.39247225181595,1.8148393917924426,3.692509399607105,316.0580657595456,0.14418276433923555,4.271929257389077,5.0007329520511234,1.225172388663918,1.2346589184528296,0.2574637122882482
16,0.5190576841375375,0.40723742931359785,0.6920880452782897,0.9571802656846723,0.2064807808661704,-0.6032813812953781,2.878426944806855,0.23307987948022224,0.4407338964599764,0.7345564730020403,0.08235155878599631,0.622441590556853,50.70375079279777,1.562934555487983,2.7469207636227244,400.84534495504954,1.3523540759618737,4.783087834077318,170.36715017447153,0.14074661406762512,0.34991421620729807,372.0597378525666,0.684752751069462,0.6367082925939017,0.057962896443693165
17,0.5207614655221681,0.39717932476752327,0.6748275479774825,0.9438944585341099,0.2173811310312479,1.628398221148283,2.760873083949451,0.5682016661799718,0.31102044849154076,1.800968213568814,0.09989549696611394,0.5734379695870655,56.14696890768644,0.5067687015384785,4.279893861799998,307.9049061934534,0.8461866975645129,0.21958061832029033,124.74637361236412,1.599662299861104,2.3034225352892954,320.25714366447926,0.6974051604901382,0.7855980298334098,0.05844099646828718
18,0.5130318810788368,0.41192372261574906,0.7235576137203412,0.9779245707282067,0.2062333979805433,1.6317169815952717,2.713479282366828,0.5331690058723949,0.3631053153363524,2.3933397834379098,0.09830120219377385,0.7043905602654736,62.95083162131337,1.3759058056211944,2.2965330326604017,295.62208897220376,0.1523959355512419,0.1018531393809384,275.8486553712281,1.70027488096733,1.0575103570169981,340.61762047690814,1.5652181951767206,2.2575518806115924,0.29297948166809357
19,0.5271578548061204,0.39087565743638997,0.689784678368945,0.951108985579195,0.19879760748868303,-1.6744127335721837,2.398549468361087,0.8192810109848248,0.5311875842473182,0.66672716482712,0.05317691605262593,0.44069179294587035,35.256160307431045,1.0702578067780344,3.248352802565461,396.60518480551093,1.9106880214463722,1.2372733238338485,377.04827082887726,1.3277803381400937,4.025454070418031,283.1742454994004,1.8283795423070515,0.1979619523157529,0.1474486479399483
20,0.5230853823576088,0.3919624700610266,0.7046227125375091,0.9354048665468699,0.20417127601725216,-0.48163293640561333,2.7039627077842407,0.5410170892547443,0.36654615902619314,0.7225750215194976,0.09937753710675472,0.6790560303304418,66.29851136180447,1.7081635478948782,7.163192465441905,385.49670722261834,1.475589665692556,3.2395893057267635,320.23749448729035,0.20942840651890104,7.974969948994799,234.9866595822593,0.548029267340757,0.19821619637562723,0.3657792084419102
21,0.5202248835653778,0.39069470423695574,0.7031617695308279,0.951048830682721,0.21210811501072402,-1.0626248390258706,3.4817426690555684,0.31333740404306426,0.4574273735106852,0.6134437366162123,0.07345842051303628,0.6015158451272604,1.0549540966177546,0.8060475947771055,6.7389140622331825,291.4389994097399,0.7806113806578489,2.3522600719371196,394.5005240280334,1.3565059483466844,4.797095557378827,135.70959641886233,0.8760027435344194,1.0764671129173564,0.1365707203389247
22,0.5237771242764818,0.38367858411942646,0.6898652574898225,0.9301807413014138,0.2148506329422054,0.5201764238595121,3.5511363319278675,0.999699968687981,0.24379029535095897,1.6592005144939668,0.09822210800862331,0.6159588877877193,44.44957210660236,1.679328095531876,6.684549633151904,284.060098041553,0.6367488774531632,0.5718875136762813,336.4577362086904,1.979517356074107,7.152593337664723,112.77372679127939,1.0809988698112813,2.9089852412644377,0.060357780634371534
23,0.5149346008183173,0.4027354406214285,0.6821593576695965,0.976875937517846,0.2238890398871317,1.9829906189423596,1.5528397732202368,0.652561669821159,0.7147994507669951,0.4583037453354596,0.03165356419442289,0.586132834208602,48.357596186482624,0.4521265210305565,8.317546488977285,336.87724629511945,1.789063130698384,4.408550473597235,236.698918829362,0.16443858826789878,2.5948336088585284,289.3133847912289,0.8704517980305899,0.7564133356930204,0.10610185600861897
24,0.5249370832747936,0.4025067259794466,0.7226191548004302,0.944312191673517,0.18440433558744596,1.72632565923797,2.0824474224472262,0.9873602607650276,0.46289334976992313,0.6398185538387249,0.06902698925457874,0.6835897171572406,68.07762570147501,1.0291613606467416,8.589771542561328,275.3072372651343,1.4461873366485647,1.7147864162926387,150.32984934224302,0.20897376290869535,2.1762828522847957,95.35478715235487,0.6500240024628305,1.3771498259108925,0.4527466924003824
25,0.5091613838465634,0.40811061291055806,0.6877990624729182,0.9771913111303658,0.23275913105965584,1.4327760410423545,1.7486932737745802,0.16911801760160716,0.531972053168661,0.7723839865178568,0.07030201147027419,0.4159327646535601,60.7214980623719,1.0707571926080053,1.4667554108060852,393.1394469467445,1.9884322941344226,3.2512651794352383,267.26048527486597,0.10003417769272198,7.138756954725576,151.01245574151628,0.8390288514572035,2.282001228954431,0.12275953009274834
26,0.5078193380910412,0.4202436222463034,0.6902069634406791,0.9635607587374769,0.22662756759348301,1.895964981759974,1.3232449642447186,0.6803435166607187,0.3748843625379742,2.7280856912618168,0.09910074437867879,0.7400483863276508,32.82589313102483,1.8137075317763518,1.1718391910093946,335.96800220056423,0.14083340479645015,0.2777837833158678,81.33790193980322,1.365089941943312,0.494969639107957,85.7528108384954,1.6744617129980772,0.6239690942512686,0.08643810925824953
27,0.5076485655753058,0.40949032174915323,0.713782950125485,0.9502202691864428,0.2268710565655928,-0.06398971694522992,4.994678334448211,0.09469198915196482,0.30056846255551456,0.7268748357468069,0.09993073404327568,0.7737456147289637,71.49498054375267,1.66754608859043,6.024287532028699,278.09420870847316,0.12206438934262137,0.34824190039625486,210.48087872310586,1.9780511220341974,4.771943465786505,43.212975497521214,0.23094146211663386,1.6497933688122701,0.07422894160017149
28,0.5196259867767726,0.3973509659385339,0.6838941061821597,0.9653738657898531,0.21531095266786993,1.4095614897385276,4.2891593642783405,0.09580637761070976,0.5613396538124836,0.5942887510620929,0.07293739761183199,0.678521895574572,59.34022683181145,0.7497457996740565,6.440590580014829,315.63491759478416,1.3427260165555577,4.661279014996244,239.8080584305412,0.9078247991502341,1.6761135452049265,399.84000262699925,1.1151197694329376,0.761514182453338,0.3312113540845236
29,0.5106758974537714,0.4138167774369639,0.6980901043391652,0.970239886419811,0.22056849621776797,-1.3130418072388237,3.4245685529756926,0.49539320166327866,0.4927851161477269,0.7684985863102101,0.06363792342887195,0.7826129224604956,71.096256720293,0.8319586266227493,5.981293583244691,258.1674671573888,1.0991081398393405,4.042428115835037,306.1160312051274,0.12368712352889302,0.6036484906295292,124.76729055520883,0.9692102683928354,2.9888464104217127,0.09712842036927594
