Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 09:40:04.349327	1.0	5.6	0	0.7	4	0.005	0.0
2022-05-31 09:40:05.352284	2.0	6.2	0	0.7	5	0.197	0.0
2022-05-31 09:40:06.356000	3.0	7.5	1	0.8	5	0.267	0.0
2022-05-31 09:40:07.359718	4.0	8.0	0	0.8	5	0.391	0.001
2022-05-31 09:40:08.363400	5.0	9.2	2	0.8	5	0.484	0.001
2022-05-31 09:40:09.370829	6.0	9.3	0	0.8	5	0.572	0.001
2022-05-31 09:40:10.374484	7.0	10.6	0	0.8	5	0.681	0.001
2022-05-31 09:40:11.378068	8.0	11.1	0	0.8	5	0.778	0.002
2022-05-31 09:40:12.381471	9.0	11.8	1	0.8	5	0.875	0.002
2022-05-31 09:40:13.385073	10.0	12.1	1	0.8	5	0.97	0.002
