Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:23:53.224411	71.0	12.3	0	0.8	5	0.924	0.002
2022-05-31 11:23:54.228412	72.0	12.3	1	0.8	5	0.926	0.002
2022-05-31 11:23:55.231648	73.0	12.3	1	0.8	5	0.926	0.002
2022-05-31 11:23:56.235292	74.0	12.4	0	0.8	5	0.93	0.002
2022-05-31 11:23:57.238988	75.0	12.4	0	0.8	5	0.939	0.002
2022-05-31 11:23:58.242707	76.0	12.4	1	0.8	5	0.946	0.002
2022-05-31 11:23:59.246479	77.0	12.4	0	0.8	5	0.952	0.002
2022-05-31 11:24:00.250210	78.0	12.4	0	0.8	5	0.958	0.002
2022-05-31 11:24:01.253549	79.0	12.4	0	0.8	5	0.967	0.002
2022-05-31 11:24:02.256378	80.0	12.4	1	0.8	5	0.971	0.002
2022-05-31 11:24:03.260400	81.0	13.1	0	0.9	6	0.978	0.002
2022-05-31 11:24:04.264175	82.1	14.1	0	1.0	7	0.98	0.002
2022-05-31 11:24:05.267317	83.1	15.1	1	1.1	7	0.981	0.002
