Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-31 11:22:43.975427	1.8	4.6	0	0.3	2	0.008	0.0
2022-05-31 11:22:44.979365	2.8	5.8	3	0.7	5	0.011	0.0
2022-05-31 11:22:45.982945	3.8	5.8	0	0.7	5	0.018	0.0
2022-05-31 11:22:46.986471	4.8	5.8	0	0.7	5	0.026	0.0
2022-05-31 11:22:47.989804	5.8	5.9	1	0.7	5	0.029	0.0
2022-05-31 11:22:48.993110	6.8	5.9	0	0.7	5	0.034	0.0
2022-05-31 11:22:49.996844	7.8	5.9	1	0.7	5	0.041	0.0
2022-05-31 11:22:51.000258	8.8	5.9	0	0.7	5	0.049	0.0
2022-05-31 11:22:52.003360	9.8	6.0	0	0.7	5	0.056	0.0
2022-05-31 11:22:53.006227	10.8	6.0	0	0.7	5	0.062	0.0
2022-05-31 11:22:54.009569	11.8	6.0	1	0.7	5	0.069	0.0
2022-05-31 11:22:55.013782	12.8	6.0	0	0.7	5	0.077	0.0
2022-05-31 11:22:56.017493	13.8	6.0	0	0.7	5	0.08	0.0
2022-05-31 11:22:57.021290	14.8	6.0	1	0.7	5	0.086	0.0
2022-05-31 11:22:58.024960	15.8	6.1	0	0.7	5	0.093	0.0
2022-05-31 11:22:59.028312	16.8	6.1	0	0.7	5	0.099	0.0
2022-05-31 11:23:00.031974	17.8	6.1	0	0.7	5	0.106	0.0
2022-05-31 11:23:01.034767	18.8	6.1	0	0.7	5	0.114	0.0
2022-05-31 11:23:02.038507	19.8	6.2	2	0.7	5	0.121	0.0
2022-05-31 11:23:03.042471	20.8	6.2	0	0.7	5	0.128	0.0
2022-05-31 11:23:04.046184	21.8	6.2	0	0.7	5	0.135	0.0
2022-05-31 11:23:05.050063	22.8	6.2	0	0.7	5	0.142	0.0
2022-05-31 11:23:06.053006	23.8	6.2	0	0.7	5	0.149	0.0
2022-05-31 11:23:07.056248	24.8	6.3	1	0.7	5	0.156	0.0
2022-05-31 11:23:08.059934	25.8	6.3	0	0.7	5	0.162	0.0
2022-05-31 11:23:09.062659	26.8	6.3	1	0.7	5	0.169	0.0
2022-05-31 11:23:10.066699	27.9	6.3	0	0.7	5	0.177	0.0
2022-05-31 11:23:11.070394	28.9	6.3	0	0.7	5	0.184	0.0
2022-05-31 11:23:12.074053	29.9	6.4	0	0.7	5	0.191	0.0
2022-05-31 11:23:13.077675	30.9	6.4	1	0.7	5	0.198	0.0
2022-05-31 11:23:14.081350	31.9	7.0	0	0.7	5	0.202	0.0
2022-05-31 11:23:15.084996	32.9	7.7	0	0.8	5	0.214	0.0
2022-05-31 11:23:16.089246	33.9	7.8	1	0.8	5	0.24	0.0
2022-05-31 11:23:17.092000	34.9	7.8	0	0.8	5	0.255	0.0
2022-05-31 11:23:18.095702	35.9	7.8	0	0.8	5	0.27	0.0
2022-05-31 11:23:19.099538	36.9	7.8	0	0.8	5	0.291	0.0
2022-05-31 11:23:20.103378	37.9	7.8	1	0.8	5	0.312	0.0
2022-05-31 11:23:21.106584	38.9	7.8	0	0.8	5	0.331	0.0
2022-05-31 11:23:22.110439	39.9	7.9	0	0.8	5	0.35	0.0
2022-05-31 11:23:23.114511	40.9	7.9	1	0.8	5	0.362	0.0
2022-05-31 11:23:24.118230	41.9	7.9	0	0.8	5	0.385	0.0
2022-05-31 11:23:25.121940	42.9	8.4	1	0.8	5	0.394	0.001
2022-05-31 11:23:26.125847	43.9	9.4	1	0.8	5	0.492	0.001
2022-05-31 11:23:27.129551	44.9	9.8	0	0.8	5	0.498	0.001
2022-05-31 11:23:28.132284	45.9	9.8	1	0.8	5	0.506	0.001
2022-05-31 11:23:29.139128	46.9	9.8	0	0.8	5	0.51	0.001
2022-05-31 11:23:30.142812	47.9	9.9	1	0.8	5	0.517	0.001
2022-05-31 11:23:31.146518	48.9	9.9	0	0.8	5	0.522	0.001
2022-05-31 11:23:32.150391	49.9	9.9	0	0.8	5	0.529	0.001
2022-05-31 11:23:33.154086	50.9	9.9	0	0.8	5	0.536	0.001
2022-05-31 11:23:34.157836	51.9	9.9	0	0.8	5	0.543	0.001
2022-05-31 11:23:35.161691	52.9	10.0	1	0.8	5	0.55	0.001
2022-05-31 11:23:36.164419	54.0	10.0	0	0.8	5	0.556	0.001
2022-05-31 11:23:37.168137	55.0	10.0	0	0.8	5	0.564	0.001
2022-05-31 11:23:38.171945	56.0	10.0	1	0.8	5	0.571	0.001
2022-05-31 11:23:39.175308	57.0	10.0	0	0.8	5	0.579	0.001
2022-05-31 11:23:40.179232	58.0	10.1	0	0.8	5	0.586	0.001
2022-05-31 11:23:41.183321	59.0	10.1	1	0.8	5	0.593	0.001
2022-05-31 11:23:42.186885	60.0	10.1	0	0.8	5	0.6	0.001
2022-05-31 11:23:43.190570	61.0	10.1	0	0.8	5	0.608	0.001
2022-05-31 11:23:44.194381	62.0	10.2	1	0.8	5	0.651	0.001
2022-05-31 11:23:45.197186	63.0	10.9	0	0.8	5	0.715	0.001
2022-05-31 11:23:46.200423	64.0	11.8	0	0.8	5	0.786	0.002
2022-05-31 11:23:47.204069	65.0	12.3	1	0.8	5	0.882	0.002
2022-05-31 11:23:48.207778	66.0	12.3	1	0.8	5	0.889	0.002
2022-05-31 11:23:49.211525	67.0	12.3	0	0.8	5	0.897	0.002
2022-05-31 11:23:50.215262	68.0	12.3	0	0.8	5	0.908	0.002
2022-05-31 11:23:51.218520	69.0	12.3	0	0.8	5	0.913	0.002
2022-05-31 11:23:52.221135	70.0	12.3	0	0.8	5	0.919	0.002
