,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13
2067-01-02,0.0,0.0,0.0,0.0,0.0,0.004999267047948877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067-01-03,9.228445817783802e-07,1.2727878195355475e-05,1.861307895372804e-05,1.0814251345202953e-05,1.2357426516452382e-05,1.5994427534771776e-05,1.1813644246085896e-05,4.11962578786864e-06,1.0067987158054988e-05,3.059910521916606e-05,8.805102041700544e-06,1.0898575927908465e-05,1.91077108148571e-05
2067-01-04,3.735183311097503e-07,1.146469736936631e-06,9.214743303409397e-06,4.289058266274021e-06,1.945662970618512e-06,4.486116886033851e-06,1.1945805519727473e-06,2.2742227901917946e-06,2.7614181753449185e-06,3.6505194144530414e-06,3.681295953533286e-06,9.59942878243486e-07,2.7661111731245183e-06
2067-01-05,1.7814461924757426e-07,1.0740008446576805e-06,4.700809163699711e-06,1.812287611729763e-06,1.772672749480958e-06,2.363152046627484e-06,1.1114053406257178e-06,1.2733214078124007e-06,1.0692424567267144e-06,3.3197213119326664e-06,2.1636800675959977e-06,8.97134873316243e-07,2.5334139968777685e-06
2067-01-06,1.71740150877008e-06,2.321426265381524e-05,3.370602434200595e-05,1.935237512638981e-05,2.3113019596255066e-05,2.926621558158765e-05,2.162544955187137e-05,7.805283677186654e-06,1.7856115580764645e-05,5.5144824920273935e-05,1.7069802804456232e-05,1.9865239842697068e-05,3.541354252039569e-05
2067-01-07,0.00011192949262380663,0.002668847845511746,0.0022925143179519723,0.0017139425176594463,0.0014838162373161578,0.0018651440982811057,0.00281951139734229,0.0005052821015302404,0.0011686463014270194,0.006429013853860696,0.00190959017892918,0.001316012205207624,0.003135279609876873
2067-01-08,0.0032582665340754307,0.06955036208937773,0.05230317948107673,0.05068267505238965,0.05799085644971483,0.054096150615315086,0.07183057143737033,0.012275366316511964,0.07713949793131529,0.17595731041085183,0.058209904567411014,0.05478499644288657,0.07357899934997258
2067-01-09,0.38731181660686537,0.5360910109392336,0.6635535727366928,0.5991893757216346,0.5122544804957612,0.6721442623255832,0.5474887280817999,0.44244924456456347,0.8768097108188585,1.1853882896268757,0.46794857479652235,0.49055444836422096,0.5263137077224743
2067-01-10,0.4486817515509305,0.3518014994901775,0.7263245142633015,0.6142538234357962,0.37566673105304843,0.5860542709635239,0.3655597935760535,0.6056446961054925,0.7631520078834602,0.7076124499927525,0.4437180982936615,0.3384689927070682,0.3471009963700269
2067-01-11,0.9938836807392822,0.8353832893495642,1.3973035562631373,1.2438792619561967,0.8790253843705438,1.2619108337108278,0.8624151478807505,1.3235367591995906,1.611963649633869,1.5616976892733845,0.8481019920663659,0.8347693204606452,0.7803945585314382
2067-01-12,0.7233707250282532,0.4032703611956002,1.0651439769502733,0.8590769008568285,0.4978131780689422,0.798769852683595,0.43022737266483146,1.1147139219229465,0.9761806527617349,0.7893011669279804,0.6196484080757751,0.4062821834480712,0.4283871287227662
2067-01-13,0.3417255632115982,0.15560048432132864,0.5467766389169855,0.36357267111346486,0.2516008503611712,0.37342034387164,0.17560994979579175,0.6250336737913694,0.3613719386831919,0.37185422825071074,0.3609201235626259,0.14720510430793599,0.21611893352223968
2067-01-14,0.2690265087051882,0.2170896432073952,0.3931482721390424,0.2714694645494019,0.30019434224029323,0.3678083423080508,0.23884678097644862,0.4462176608203013,0.3397748666998454,0.44989127280723495,0.33045470791459824,0.21290905442204305,0.26137888302155377
2067-01-15,0.26347523681122753,0.21046165561449312,0.3183042710108812,0.23344360232486822,0.29006373165769433,0.3788549833093699,0.23037497252797365,0.36954427511019244,0.33082805558939526,0.42956799598721446,0.31073539424045493,0.2052048120983373,0.24797617904934616
2067-01-16,0.17421734995517255,0.13970707851660638,0.19004631357754498,0.12683107988749187,0.21132868870110175,0.2722165662490652,0.15565332678683924,0.22187630928456425,0.20274120274417973,0.3037866580461968,0.24374210009922678,0.13249020921650484,0.18266127290964798
2067-01-17,0.1448013461253005,0.13188222877501904,0.1262313465215028,0.08541459936654694,0.19260168962246815,0.24556511775229872,0.14495798978153496,0.14833537809024533,0.16674336258244574,0.2771917219106998,0.21103875963560545,0.12389392660680626,0.16736305761250356
2067-01-18,0.1236966057764803,0.12262919528170049,0.09442346024870199,0.06823885214349704,0.17545026602941388,0.2207246998671511,0.13477356937780344,0.10097570176680426,0.14954300462521466,0.2511422598816854,0.18871043068329468,0.11575327867842085,0.15325070210532837
2067-01-19,0.11198573217697208,0.11487755922426217,0.07803259541272937,0.060357186927617594,0.15986081455647544,0.2033156627845885,0.1254027899595229,0.07474074100358248,0.1387450244418388,0.2283748505536681,0.17048521240279962,0.10819286900822413,0.14036825054219965
2067-01-20,0.10382045617953543,0.10762275086460853,0.06906294023470043,0.05604541366068056,0.14565654391583285,0.1881582533982085,0.11668355136985746,0.05996296602576211,0.1298288598657813,0.20768639759707955,0.15450247143521906,0.10112626215479081,0.12856870291063824
2067-01-21,0.09713780692315206,0.10083040642130146,0.06368696070180749,0.053136961016866144,0.13271552854213164,0.17428358821950962,0.1085718034719776,0.05140794149652258,0.1217406778341757,0.18887927936304705,0.14015124350335406,0.09452251043635834,0.11776232995042317
2067-01-22,0.09123466348475871,0.09459291852007053,0.060181521627693954,0.05093660465959472,0.12103308979634343,0.1615632241583338,0.1011432950337728,0.04632814856603472,0.11433632804338562,0.1719233654740551,0.1272537554378029,0.08847276414935479,0.10798659393726998
