DATE,Tmax,Tmin,prec,T,Discharge,ETP
2001-10-26,14.7,7.7,0.0,11.2,0.21367,1.002
2001-10-27,12.3,8.1,1.6,10.2,0.1785,0.9
2001-10-28,14.3,9.7,0.0,12.0,0.17548,1.002
2001-10-29,12.6,10.0,0.0,11.3,0.16744,1.002
2001-10-30,15.8,9.8,0.0,12.8,0.15911,1.002
2001-10-31,13.8,5.0,2.0,9.4,0.17519,0.9
2001-11-01,11.1,3.4,0.0,7.25,0.16936,0.7
2001-11-02,12.3,3.2,0.0,7.75,0.14842,0.7
2001-11-03,13.1,3.8,0.0,8.45,0.14004,0.7
2001-11-04,11.6,2.7,0.0,7.15,0.1416,0.598
2001-11-05,11.4,2.3,0.0,6.85,0.1408,0.7
2001-11-06,8.2,2.0,3.1,5.1,0.14598,0.598
2001-11-07,10.6,7.5,2.5,9.05,0.17802,0.8
2001-11-08,9.7,0.4,25.4,5.05,1.18197,0.598
2001-11-09,4.3,-0.8,0.0,1.75,1.52907,0.498
2001-11-10,3.7,-3.5,0.0,0.10000000000000009,1.14464,0.398
2001-11-11,7.5,-3.5,0.0,2.0,0.81555,0.398
2001-11-12,8.4,3.3,2.0,5.85,0.62922,0.598
2001-11-13,6.8,2.1,2.0,4.45,0.54075,0.498
2001-11-14,5.6,-0.5,0.0,2.55,0.39376,0.5
2001-11-15,4.8,-2.1,0.0,1.3499999999999999,0.29189,0.398
2001-11-16,5.7,-1.6,0.0,2.05,0.24441,0.5
2001-11-17,7.4,0.1,0.0,3.75,0.21683,0.5
2001-11-18,1.7,-2.4,0.0,-0.35,0.2079,0.398
2001-11-19,4.6,-1.9,0.0,1.3499999999999999,0.20584,0.398
2001-11-20,6.4,4.0,0.0,5.2,0.18337,0.5
2001-11-21,6.3,1.5,0.0,3.9,0.17051,0.5
2001-11-22,5.3,0.0,8.5,2.65,0.20027,0.398
2001-11-23,4.3,0.0,0.8,2.15,0.27127,0.398
2001-11-24,3.7,-0.2,2.1,1.75,0.22102,0.398
2001-11-25,7.5,3.7,1.6,5.6,0.25512,0.5
2001-11-26,7.2,3.8,7.4,5.5,0.33215,0.5
2001-11-27,5.8,1.2,1.8,3.5,0.67335,0.398
2001-11-28,6.6,1.5,2.9,4.05,0.85217,0.5
2001-11-29,7.7,0.7,7.6,4.2,0.9583,0.5
2001-11-30,11.0,7.5,7.9,9.25,1.62873,0.6
2001-12-01,10.4,9.0,1.5,9.7,2.12037,0.6
2001-12-02,9.3,7.7,1.0,8.5,1.97984,0.6
2001-12-03,8.3,7.1,0.2,7.7,1.50766,0.6
2001-12-04,8.2,5.8,5.5,7.0,1.43526,0.5
2001-12-05,10.3,4.5,3.8,7.4,1.50032,0.5
2001-12-06,9.3,2.6,2.6,5.95,1.60045,0.5
2001-12-07,6.0,0.1,0.0,3.05,1.49101,0.398
2001-12-08,4.2,-1.9,0.0,1.1500000000000001,1.2779,0.3
2001-12-09,2.8,-2.5,0.0,0.1499999999999999,1.01086,0.3
2001-12-10,4.8,-2.7,0.0,1.0499999999999998,0.80047,0.398
2001-12-11,6.0,-0.6,0.0,2.7,0.65003,0.3
2001-12-12,3.0,-0.7,0.5,1.15,0.55459,0.398
2001-12-13,2.3,-7.6,0.0,-2.65,0.48284,0.3
2001-12-14,-2.9,-9.5,0.0,-6.2,0.36175,0.202
2001-12-15,0.6,-7.0,0.0,-3.2,0.30508,0.202
2001-12-16,1.2,-3.9,0.0,-1.35,0.28013,0.3
2001-12-17,0.7,-7.2,0.1,-3.25,0.24285,0.202
2001-12-18,2.1,-1.6,0.0,0.25,0.23664,0.3
2001-12-19,1.9,-0.9,0.3,0.49999999999999994,0.25044,0.3
2001-12-20,1.9,-5.1,0.7,-1.5999999999999999,0.24036,0.3
2001-12-21,-0.3,-5.7,2.2,-3.0,0.20664,0.3
2001-12-22,0.7,-1.8,6.2,-0.55,0.22665,0.3
2001-12-23,-1.4,-11.2,0.2,-6.3,0.18497,0.202
2001-12-24,0.3,-12.3,1.8,-6.0,0.15611,0.202
2001-12-25,1.7,0.1,11.4,0.9,0.36101,0.3
2001-12-26,0.3,-4.2,1.3,-1.9500000000000002,0.47119,0.3
2001-12-27,2.4,-6.6,3.4,-2.0999999999999996,0.28226,0.3
2001-12-28,5.7,1.9,5.6,3.8,0.96024,0.398
2001-12-29,2.7,-2.2,11.3,0.25,2.26201,0.3
2001-12-30,-0.6,-4.4,1.1,-2.5,1.65985,0.3
2001-12-31,-2.1,-6.4,0.2,-4.25,1.16655,0.202
2002-01-01,-4.8,-10.8,0.0,-7.800000000000001,0.89831,0.202
2002-01-02,-3.9,-14.4,0.0,-9.15,0.66644,0.202
2002-01-03,-2.3,-10.2,0.0,-6.25,0.64099,0.202
2002-01-04,-4.5,-12.1,0.0,-8.3,0.4386,0.202
2002-01-05,-0.3,-12.5,0.0,-6.4,0.44911,0.202
2002-01-06,0.2,-9.9,0.0,-4.8500000000000005,0.42196,0.202
2002-01-07,1.5,-2.5,0.0,-0.5,0.55391,0.3
2002-01-08,0.4,-5.7,0.0,-2.65,0.40755,0.3
2002-01-09,-4.1,-6.3,0.0,-5.199999999999999,0.31066,0.202
2002-01-10,-4.9,-7.8,0.0,-6.35,0.2547,0.202
2002-01-11,0.0,-5.4,0.3,-2.7,0.23706,0.3
2002-01-12,0.1,-2.3,0.0,-1.0999999999999999,0.23664,0.3
2002-01-13,-0.9,-4.8,0.0,-2.85,0.23664,0.3
2002-01-14,-2.4,-7.0,0.0,-4.7,0.21477,0.3
2002-01-15,-1.6,-4.4,2.0,-3.0,0.20664,0.3
2002-01-16,0.1,-2.7,6.5,-1.3,0.20664,0.3
2002-01-17,-0.3,-1.9,0.1,-1.0999999999999999,0.20664,0.3
2002-01-18,0.1,-2.4,0.0,-1.15,0.20288,0.3
2002-01-19,3.9,0.0,1.5,1.95,0.27283,0.398
2002-01-20,6.1,2.4,2.9,4.25,1.15522,0.5
2002-01-21,6.9,2.5,1.6,4.7,3.50032,0.5
2002-01-22,8.3,0.4,1.1,4.3500000000000005,3.44026,0.5
2002-01-23,6.5,1.5,5.7,4.0,2.55082,0.5
2002-01-24,8.2,4.6,6.1,6.3999999999999995,3.11821,0.6
2002-01-25,6.5,3.1,0.9,4.8,3.35199,0.5
2002-01-26,10.0,5.5,3.9,7.75,3.2795,0.7
2002-01-27,11.7,8.1,17.2,9.899999999999999,4.59082,0.8
2002-01-28,12.0,6.2,2.4,9.1,6.01328,0.8
2002-01-29,10.1,5.0,0.0,7.55,4.09132,0.7
2002-01-30,12.0,4.9,0.0,8.45,2.63878,0.7
2002-01-31,10.6,5.6,0.1,8.1,3.72384,0.7
2002-02-01,8.5,6.0,1.0,7.25,1.74801,0.7
2002-02-02,14.3,5.1,0.0,9.7,1.3481,0.7
2002-02-03,15.1,4.8,0.0,9.95,1.10228,0.8
2002-02-04,10.6,3.3,0.1,6.949999999999999,0.94102,0.7
2002-02-05,10.9,6.8,7.0,8.85,1.13487,0.8
2002-02-06,7.5,2.6,1.4,5.05,1.36823,0.598
2002-02-07,6.7,1.9,0.4,4.3,1.18296,0.598
2002-02-08,8.4,3.1,5.3,5.75,1.32655,0.7
2002-02-09,9.3,4.1,12.5,6.7,1.78832,0.8
2002-02-10,7.4,3.6,12.5,5.5,5.5241,0.7
2002-02-11,8.9,6.8,2.5,7.85,5.96263,0.8
2002-02-12,11.2,8.3,8.2,9.75,4.7325,0.9
2002-02-13,10.8,3.4,18.7,7.1000000000000005,4.97497,0.8
2002-02-14,4.9,-1.3,4.1,1.8000000000000003,7.10136,0.598
2002-02-15,6.9,-2.6,0.1,2.1500000000000004,5.54289,0.498
2002-02-16,7.7,-0.8,0.1,3.45,3.45249,0.598
2002-02-17,8.4,-1.5,0.0,3.45,2.37245,0.598
2002-02-18,3.0,-0.9,3.3,1.05,1.87385,0.498
2002-02-19,5.8,0.4,7.0,3.1,1.61963,0.598
2002-02-20,7.8,1.1,24.2,4.45,3.71952,0.7
2002-02-21,4.1,-2.9,3.7,0.5999999999999999,5.923,0.598
2002-02-22,7.9,-1.9,5.3,3.0,4.73453,0.598
2002-02-23,5.1,-0.8,9.3,2.15,4.2072,0.598
2002-02-24,3.7,-1.0,2.4,1.35,3.96886,0.598
2002-02-25,8.8,0.7,6.7,4.75,4.26407,0.9
2002-02-26,11.1,7.5,12.9,9.3,6.444,1.002
2002-02-27,11.5,2.3,15.5,6.9,10.71961,0.8
2002-02-28,7.1,2.0,1.8,4.55,8.49085,0.7
2002-03-01,8.8,2.4,0.0,5.6000000000000005,4.76218,0.8
2002-03-02,3.6,-1.4,0.0,1.1,3.18154,0.598
2002-03-03,5.9,-3.7,0.0,1.1,2.38258,0.598
2002-03-04,10.6,0.2,0.0,5.3999999999999995,1.92826,0.8
2002-03-05,9.6,1.3,0.1,5.45,1.6289,0.798
2002-03-06,6.0,-1.2,1.3,2.4,1.40592,0.798
2002-03-07,12.0,5.9,1.0,8.95,1.30835,1.102
2002-03-08,12.4,3.2,0.0,7.800000000000001,1.04158,1.002
2002-03-09,9.1,3.9,0.0,6.5,0.95568,0.898
2002-03-10,9.9,-0.6,0.0,4.65,0.85454,0.898
2002-03-11,15.3,0.4,0.1,7.8500000000000005,0.76338,1.002
2002-03-12,15.3,7.2,0.3,11.25,0.70407,1.302
2002-03-13,17.1,4.5,0.1,10.8,0.67713,1.302
2002-03-14,4.6,2.4,5.7,3.5,0.70972,0.898
2002-03-15,8.8,2.1,1.0,5.45,0.73669,1.002
2002-03-16,14.7,4.4,0.0,9.55,0.60743,1.302
2002-03-17,15.2,7.2,0.1,11.2,0.56683,1.402
2002-03-18,13.3,6.9,10.2,10.100000000000001,0.5803,1.302
