,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14
2079-02-07,0.47951799262774764,0.3195599245292088,0.35283212222966265,0.34124501254912987,0.38139856757280977,0.42482597383072546,0.5338287332650086,0.4930210636902115,0.4240294111974119,0.36263326675292995,0.34388567866903796,0.4371554341055383,0.4953010498130924,0.49012463474168017
2079-02-08,0.4800173357080778,0.35939764631665577,0.37736773121967293,0.3684997842757495,0.4173005141384917,0.46740064928382175,0.5439945292119537,0.5467560894134884,0.47188781740733887,0.4068515286161557,0.3817358572783461,0.4000226624614577,0.5511106936648714,0.5000904326491793
2079-02-09,0.3684433858133643,0.306926162992585,0.30338728285505967,0.33327850951135796,0.33770142276547094,0.4226680816204823,0.34428803420687226,0.4767554549741749,0.42163596230031075,0.3747394349339525,0.2767596425883634,0.29465849584125536,0.4907654985903839,0.3405945321263637
2079-02-10,0.420070922356154,0.31489818938678193,0.31940953270471817,0.3351773599967329,0.35469536541032287,0.4336077647723098,0.4519415761396902,0.4932153614543948,0.42907753025890255,0.3834375807556193,0.29341174305083256,0.33350798699195733,0.5076128258643131,0.4393255791987312
2079-02-11,0.7939106968591244,0.47059126793050865,0.5672760526248538,0.5036032808844738,0.6324195586749648,0.5990542445855394,0.8606285825371789,0.6969821594630853,0.6064889845528927,0.5073050710790946,0.5208624439401291,0.8572403502987557,0.6740897282084402,0.7685432081937469
2079-02-12,0.9094020263501025,0.5837716536784432,0.7080301696844779,0.6340594137170463,0.8059621838199641,0.7330989607676948,0.9312542717698501,0.8521416419379311,0.749284498388058,0.6090645020902161,0.6253971222638839,0.9686299624428607,0.8055397597165398,0.8366191334710145
2079-02-13,0.8876777633535887,0.6201517663742236,0.7245707621321831,0.6828164967555599,0.8423753790870634,0.7921178939259719,0.8667362009961593,0.9120810220882207,0.8089682440589272,0.655726427655855,0.6102901834212812,0.8986995292966696,0.8625854803675286,0.7990306692445248
2079-02-14,1.5233443210954498,1.0322837481534537,1.2105152599636713,0.9716182445692996,1.3826357541360748,1.1670081287269527,1.7944312739014132,1.3864806326757262,1.2586472563692994,1.0093224458255512,1.1943457151026078,1.5420151358080398,1.3197270811804054,1.5032892442548778
2079-02-15,1.8848448545976044,1.3333078158442955,1.593748113526109,1.2636988058898366,1.8398362546135993,1.5059916575115415,1.9749871038863045,1.6986819745912227,1.6284725134561948,1.2787607439626998,1.7225680250171904,2.0456972624457794,1.6334107447073514,1.5631667016565882
2079-02-16,2.4823043702008087,1.95490124771736,2.371590314673795,1.6848095971491226,2.7160837509346516,1.9205019213906298,2.7038316487420895,2.000570756770448,2.3274238265945284,1.7896739708592988,3.1573735028726055,3.0116766723282944,1.9736877142737277,1.7789657293867702
2079-02-17,2.4650033009454333,2.473487250340816,2.57712297186393,1.9138730110646396,3.0674784073345576,2.2266278411417115,2.6110288718286583,2.281509781617553,2.80723324703061,2.2532775089249566,4.136606655648968,3.2725610451696276,2.271317073300267,2.0063416345615686
2079-02-18,1.8439818933254117,2.138631740248105,2.01250239374465,1.7672706409436838,2.5604314889016675,2.0272927481712903,1.7235799248334702,2.0120075605027483,2.536504243285308,2.216955533756951,3.679352074095838,2.236738495587838,2.0365215950564277,1.3830603189014283
2079-02-19,1.632011318299035,1.811493124840004,1.663448717084741,1.5658332464408882,2.174185025998815,1.8051672443360898,1.491610079065699,1.7478329786320481,2.2134547439669037,2.0412271830777824,3.0503274559152485,1.9892122889230812,1.795611115344647,1.2309168981049181
