Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-30 08:26:36.324850	1.0	4.6	0	0.7	4	0.017	0.0
2022-05-30 08:26:37.328205	2.0	5.6	1	0.7	5	0.017	0.0
2022-05-30 08:26:38.331978	3.0	5.9	1	0.7	5	0.121	0.0
2022-05-30 08:26:39.335296	4.0	6.5	0	0.7	5	0.129	0.0
2022-05-30 08:26:40.339008	5.0	6.5	0	0.7	5	0.139	0.0
2022-05-30 08:26:41.341646	6.0	6.5	1	0.7	5	0.146	0.0
2022-05-30 08:26:42.344446	7.0	6.5	0	0.7	5	0.154	0.0
2022-05-30 08:26:43.348198	8.0	6.5	0	0.7	5	0.163	0.0
2022-05-30 08:26:44.351929	9.0	6.5	0	0.7	5	0.174	0.0
2022-05-30 08:26:45.355620	10.0	6.6	1	0.8	5	0.18	0.0
2022-05-30 08:26:46.358453	11.0	6.6	0	0.8	5	0.191	0.0
2022-05-30 08:26:47.362201	12.0	6.6	0	0.8	5	0.201	0.0
2022-05-30 08:26:48.365948	13.0	6.6	1	0.8	5	0.21	0.0
2022-05-30 08:26:49.369670	14.0	6.6	0	0.8	5	0.221	0.0
2022-05-30 08:26:50.373320	15.1	6.7	0	0.8	5	0.229	0.0
2022-05-30 08:26:51.377180	16.1	6.7	1	0.8	5	0.249	0.0
2022-05-30 08:26:52.380164	17.1	6.8	0	0.8	5	0.303	0.0
2022-05-30 08:26:53.383817	18.1	7.3	0	0.8	5	0.306	0.001
2022-05-30 08:26:54.387059	19.1	7.5	0	0.8	5	0.31	0.001
2022-05-30 08:26:55.390729	20.1	7.5	0	0.8	5	0.313	0.001
2022-05-30 08:26:56.394418	21.1	7.6	1	0.8	5	0.315	0.001
2022-05-30 08:26:57.397765	22.1	7.7	0	0.8	5	0.364	0.001
2022-05-30 08:26:58.401723	23.1	8.6	1	0.9	6	0.403	0.001
2022-05-30 08:26:59.405666	24.1	9.6	1	1.1	7	0.403	0.001
2022-05-30 08:27:00.409385	25.1	9.6	0	0.8	5	0.404	0.001
