,ED,NSE,logNSE,NSEfdc,NSErunoff,Ks,Ratio_Riparian
70,0.46439191183295203,0.34288777719000163,0.547445507214607,0.7232837401566987,0.6133923690157544,0.0197,0.283
71,0.48980848850970166,0.24424386605207737,0.8690117140949244,0.8970772275329426,0.3993910927000265,0.0078,0.194
72,0.6116917616842806,0.438782305171591,0.21188256707205244,0.28727482343337685,0.77066252189339,0.0259,0.075
73,0.34069532788482365,0.452699489672591,0.8364998115440102,0.9419365671664024,0.6330508164500406,0.0236,0.438
74,0.4995064291327386,0.27720964365279066,0.7222614690210789,0.8683423125320576,0.38264406256074834,0.0085,0.248
75,0.3970954421035419,0.4066586894968417,0.8156453150529822,0.8701355941493273,0.522680572321677,0.0136,0.246
76,0.712052647552465,0.21761959510394935,0.19650036490965128,0.3717539614816866,0.3870954029571043,0.0112,0.202
77,0.6155228362647364,0.3866646976759682,0.6355908623084698,0.678460208809575,0.04967826615152937,0.0201,0.491
78,0.6311819528680197,0.19744701650657415,0.5663468759855466,0.8216556408659521,0.14582812222099006,0.0039,0.138
79,0.7565427438274855,0.13466974849816837,0.3343127457047613,0.4828724135984539,0.0889177931496874,0.0076,0.331
80,0.5056445757028876,0.28420287910165953,0.7969562147745766,0.8862230903208632,0.32459770094420226,0.0074,0.452
81,0.5792971628974437,0.22626563841009228,0.8169011722384455,0.8689908916628869,0.16754136303103506,0.0054,0.278
82,0.7239241771411081,0.317287088408887,0.41004027273273413,0.42214135444533074,0.026247031683618416,0.0111,0.12
83,0.5605710378366238,0.3033657713319303,0.2886755523227198,0.5502111308993523,0.7482703659424781,0.003,0.054
84,0.7709155315209625,0.2293693063446246,0.052847419595940415,0.46788967790501357,0.2233842935459467,0.0025,0.499
85,0.6410404442777086,0.2876735727468448,0.6001561058825816,0.6692891626636976,0.0688299466578921,0.0163,0.088
86,0.594804386093488,0.262558920749427,0.5632678614779925,0.8691801882555659,0.1854443533219482,0.0014,0.387
87,0.4385404728184566,0.36137354269338895,0.5918443443733168,0.7214987283888733,0.6575481994232081,0.0109,0.325
88,0.7721283523030201,0.34260437010644595,0.05189340350564142,0.03544190982951945,0.6488855914546898,0.0229,0.084
89,0.4919903904013955,0.424520864506423,0.5349648978401627,0.553450293021744,0.5294921312478833,0.0248,0.385
90,0.5864798304608251,0.2847058901415327,0.6625800254194739,0.756764230701674,0.16863195644820228,0.0164,0.237
91,0.5732117479411335,0.2519093452551675,0.7276265404207403,0.7985836797674605,0.20006789747180764,0.0031,0.102
92,0.7408836619154673,0.3865203613284631,0.3062721557535918,0.26902628173841614,0.10350893131242178,0.0164,0.093
93,0.5429842667155484,0.25771634488302764,0.6653861495503179,0.7917978840053662,0.3122296306678589,0.0107,0.167
94,0.6648728583180433,0.2769811392977628,0.21927085899359822,0.41714513752540394,0.4557485731263682,0.0107,0.43
95,0.4619170074195932,0.3580527040452669,0.6205207862706192,0.685429232034872,0.5545634562819786,0.0296,0.448
96,0.7833159191497014,0.3050930925259129,0.2521326819554901,0.2920293908363859,0.045583006291495254,0.0303,0.333
97,0.6367511290143054,0.2880331276683168,0.706767695994982,0.7955090163251978,0.0064661921253854615,0.0105,0.132
98,0.6925376206284667,0.1402416031300433,0.4242487994354802,0.6716232411828162,0.13980921751521358,0.0032,0.467
