Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-26 11:57:41.123613	24.1	6.6	0	0.8	5	0.599	0.008
2022-05-26 11:57:42.127364	25.1	6.7	1	0.8	5	0.669	0.009
2022-05-26 11:57:43.131068	26.1	6.7	0	0.8	5	0.694	0.009
2022-05-26 11:57:44.134993	27.1	6.7	0	0.8	5	0.719	0.009
2022-05-26 11:57:45.138799	28.1	6.7	1	0.8	5	0.719	0.009
2022-05-26 11:57:46.142593	29.1	6.7	0	0.8	5	0.719	0.009
2022-05-26 11:57:47.146446	30.1	6.7	0	0.8	5	0.719	0.009
2022-05-26 11:57:48.150148	31.1	6.8	0	0.8	5	0.719	0.009
2022-05-26 11:57:49.153321	32.1	6.8	1	0.8	5	0.735	0.009
2022-05-26 11:57:50.156962	33.1	6.8	0	0.8	5	0.735	0.009
2022-05-26 11:57:51.160602	34.1	7.5	1	0.8	5	0.74	0.01
2022-05-26 11:57:52.164441	35.1	7.7	0	0.8	5	0.823	0.014
2022-05-26 11:57:53.169844	36.1	7.7	1	0.8	5	0.846	0.014
2022-05-26 11:57:54.173502	37.1	7.7	0	0.8	5	0.857	0.014
2022-05-26 11:57:55.177152	38.1	7.7	0	0.8	5	0.857	0.014
2022-05-26 11:57:56.181058	39.2	7.7	1	0.8	5	0.857	0.014
2022-05-26 11:57:57.184859	40.2	7.7	0	0.8	5	0.857	0.014
2022-05-26 11:57:58.188150	41.2	7.7	0	0.8	5	0.857	0.014
2022-05-26 11:57:59.191557	42.2	7.8	0	0.8	5	0.942	0.015
2022-05-26 11:58:00.195528	43.2	7.8	1	0.8	5	0.984	0.015
2022-05-26 11:58:01.199303	44.2	7.9	0	0.8	5	0.984	0.015
2022-05-26 11:58:02.203028	45.2	7.9	0	0.8	5	0.984	0.015
2022-05-26 11:58:03.206943	46.2	7.9	1	0.8	5	0.984	0.015
2022-05-26 11:58:04.210779	47.2	7.9	0	0.8	5	1.017	0.015
2022-05-26 11:58:05.214332	48.2	8.0	1	0.8	5	1.079	0.016
2022-05-26 11:58:06.217414	49.2	8.0	0	0.8	5	1.105	0.016
2022-05-26 11:58:07.220443	50.2	8.1	0	0.8	5	1.174	0.016
2022-05-26 11:58:08.223589	51.2	8.1	0	0.8	5	1.183	0.017
2022-05-26 11:58:09.226369	52.2	8.1	1	0.8	5	1.209	0.017
2022-05-26 11:58:10.230140	53.2	8.1	0	0.8	5	1.209	0.017
2022-05-26 11:58:11.234252	54.2	8.1	0	0.8	5	1.255	0.017
2022-05-26 11:58:12.237118	55.2	8.2	1	0.8	5	1.31	0.017
2022-05-26 11:58:13.240809	56.2	8.2	0	0.8	5	1.341	0.018
2022-05-26 11:58:14.244223	57.2	8.3	0	0.8	5	1.369	0.018
2022-05-26 11:58:15.248344	58.2	8.3	1	0.8	5	1.369	0.018
2022-05-26 11:58:16.252427	59.2	8.3	0	0.8	5	1.369	0.018
2022-05-26 11:58:17.256186	60.2	8.6	0	0.8	5	1.369	0.018
2022-05-26 11:58:18.260065	61.2	8.9	0	0.8	5	1.393	0.019
2022-05-26 11:58:19.264005	62.2	8.9	1	0.8	5	1.441	0.019
2022-05-26 11:58:20.268585	63.2	9.1	1	0.8	5	1.457	0.019
2022-05-26 11:58:21.273001	64.2	9.3	1	0.8	5	1.491	0.019
2022-05-26 11:58:22.277371	65.2	9.3	0	0.8	5	1.497	0.022
2022-05-26 11:58:23.281324	66.3	9.4	0	0.8	5	1.53	0.022
2022-05-26 11:58:24.285104	67.3	9.4	1	0.8	5	1.532	0.022
2022-05-26 11:58:25.288529	68.3	9.4	0	0.8	5	1.532	0.022
2022-05-26 11:58:26.292532	69.3	9.4	0	0.8	5	1.532	0.022
2022-05-26 11:58:27.296036	70.3	9.4	1	0.8	5	1.532	0.022
2022-05-26 11:58:28.300012	71.3	9.4	0	0.8	5	1.535	0.022
2022-05-26 11:58:29.303360	72.3	9.4	0	0.8	5	1.574	0.022
2022-05-26 11:58:30.306474	73.3	9.5	0	0.8	5	1.608	0.022
2022-05-26 11:58:31.310098	74.3	9.5	1	0.8	5	1.608	0.022
2022-05-26 11:58:32.313998	75.3	9.5	0	0.8	5	1.631	0.022
2022-05-26 11:58:33.318403	76.3	9.5	1	0.8	5	1.701	0.023
2022-05-26 11:58:34.322483	77.3	9.6	0	0.8	5	1.714	0.023
2022-05-26 11:58:35.326191	78.3	9.6	0	0.8	5	1.714	0.023
2022-05-26 11:58:36.329824	79.3	9.6	0	0.8	5	1.714	0.023
2022-05-26 11:58:37.334062	80.3	9.6	0	0.8	5	1.754	0.023
2022-05-26 11:58:38.337895	81.3	9.6	1	0.8	5	1.78	0.023
2022-05-26 11:58:39.341904	82.3	9.6	0	0.8	5	1.78	0.023
2022-05-26 11:58:40.344663	83.3	9.6	0	0.8	5	1.783	0.024
2022-05-26 11:58:41.348114	84.3	9.9	2	0.8	5	1.809	0.024
2022-05-26 11:58:42.352153	85.3	10.4	0	0.8	5	1.847	0.024
2022-05-26 11:58:43.356290	86.3	11.0	0	0.9	6	1.876	0.024
2022-05-26 11:58:44.360550	87.3	11.7	1	1.0	7	1.896	0.024
2022-05-26 11:58:45.364677	88.3	12.4	0	1.1	7	1.908	0.024
2022-05-26 11:58:46.368540	89.3	12.4	1	0.8	5	1.988	0.024
2022-05-26 11:58:47.373532	90.3	12.9	49	0.3	2	3.896	0.048
