,0
00,26.588359885475143
01,-111.98781755025038
02,74.95850119413444
03,-411.23098526727676
04,-37.72426391527563
05,-59.36142325338142
86,-105.08057117599333
87,75.77937555123685
88,20.338857307789795
89,-23.853798910784576
90,-11.768622295651767
91,-28.915448316045513
92,-44.33872218980741
93,18.330848337332895
94,-155.81238462051044
95,225.79132622916393
96,-107.90255621610095
97,-49.07514100549815
98,-147.82040689641894
99,-33.77698901263284
