Date and time (UTC)	Real time (s)	CPU time (s)	CPU (%)	Memory (GB)	Memory (%)	Disk read (GB)	Disk write (GB)
2022-05-30 09:12:48.292702	1.0	5.0	0	0.7	4	0.004	0.0
2022-05-30 09:12:49.296475	2.0	5.9	1	0.7	5	0.176	0.0
2022-05-30 09:12:50.299829	3.0	7.1	0	0.8	5	0.218	0.0
2022-05-30 09:12:51.303084	4.0	7.5	1	0.8	5	0.315	0.001
2022-05-30 09:12:52.306182	5.0	7.5	0	0.8	5	0.315	0.001
2022-05-30 09:12:53.309049	6.0	7.6	0	0.8	5	0.315	0.001
2022-05-30 09:12:54.312607	7.0	7.6	0	0.8	5	0.315	0.001
2022-05-30 09:12:55.316549	8.0	8.2	2	0.8	5	0.39	0.001
2022-05-30 09:12:56.320499	9.0	9.2	0	1.0	6	0.39	0.001
2022-05-30 09:12:57.324514	10.0	10.3	1	1.1	7	0.39	0.001
2022-05-30 09:12:58.406001	11.1	10.6	30	0.3	2	0.777	0.002
