,ED,NSE,logNSE,NSEfdc,NSErunoff,Temp_Thresh,ED_val,NSE_val,logNSE_val,NSEfdc_val,NSErunoff_val,Temp_Thresh,Meltfactor,Mm,Ratio_Pref,Kf,Ks,Ce,Soilstoragecapacity_Bare,beta_Bare,Interceptioncapacity_Forest,Soilstoragecapacity_Forest,beta_Forest,Interceptioncapacity_Grass,Soilstoragecapacity_Grass,beta_Grass,Interceptioncapacity_Rip,Soilstoragecapacity_Rip,beta_Rip,Kf_Rip,Ratio_Riparian
0,0.6845233440723533,0.5715494239417455,0.7784403867760508,0.9520377975749307,0.5960901702816536,-0.037047186974977775,0.6428811549255067,0.6199862432291658,0.8099689814562043,0.9765027307507022,0.42636151364878716,-0.037047186974977775,3.8249923619949797,0.4891182067515705,0.43683972113749003,0.6493639988884606,0.045269234194251586,0.4561735747845317,42.71304959393054,0.6450023448116211,5.496295978394809,558.0301876640251,1.9300222438491956,2.5861794754881084,125.60721586633115,1.090577232187048,6.2686053168717795,135.09238263356744,1.2272996854370222,2.4658348048170193,0.20550031792624124
